"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"164","LP_001948","TAG 52:1",878.8150559,"-0.6942","-0.0012","[M+NH4]+",NA,"C55H104O6","860.78329","Triacylglyceride","16:0/18:0/18:1 | 16:1/18:0/18:0 | 16:0/16:0/20:1 | 17:0/17:0/18:1",302371009,372755327,344634113,332339456,335764288,434144959,307446272,319598080,306726208,385519937,436340289,451276928,291444351,441286591,383516033,465881151,467585088,510043456,331931904,416221567,424780480,491734913,451523839,532623872,207173104,396521727,336030273,416513983,469169536,553437312,254595841,413406591,482373312,491399361,456233214,509740545,271326592,250415376,351886016,390914688,269278785,352582527,292449023,258402271,455923329,458858175,344929089,420241279,219574385,140985872,228743824,329858943,191203088,166392096,271225535,208117360,305804673,388295487,215088545,287561408
"165","LP_001959","TAG 52:2",876.7988523,"-0.6121","-0.0004","[M+NH4]+",NA,"C55H102O6","858.76764","Triacylglyceride","16:0/18:1/18:1 | 16:1/18:0/18:1 | 16:0/18:0/18:2 | 16:0/16:1/20:1 | 16:0/16:0/20:2",261910304,298111232,325386943,307982721,277949632,399253311,251441153,271025024,278198463,326264000,390285312,437152576,242641280,369772737,340031424,455446657,396394559,493046656,276786431,355009409,370526848,452480193,415600192,476107776,161386512,342209856,293100543,391204095,383356096,462021056,192936576,362515776,425712511,487375615,394077697,459087296,208436031,161330576,242801711,305824511,171478032,239059184,229459089,165269679,304296384,372707327,231435873,287434625,151774751,80181088,134551696,203299408,108345648,107274288,185830688,111925264,164127552,253782576,113020560,175124176
"166","LP_001970","TAG 52:3",874.7834076,"-0.228","0.0065","[M+NH4]+",NA,"C55H100O6","856.751992","Triacylglyceride","16:1/18:1/18:1 | 16:0/18:1/18:2 | 16:0/16:0/20:3 | 16:1/18:0/18:2 | 16:0/16:1/20:2 | 14:0/18:1/20:2 | 14:0/18:0/20:3 | 16:0/18:0/18:3 | 17:1/17:1/18:1 | 14:0/16:0/22:3",71814016,73605872,99807464,97372688,70015104,116541768,59940324,77620144,85866432,100088320,110366072,120908560,73370520,101620736,118353024,141031392,119416624,146447088,81536184,108440720,128623312,143751776,118004152,140577696,50753208,98081128,90814864,126910416,99415704,111776784,62393736,110907080,122649712,155222096,102913216,122136224,49942212,28821192,46939648,75740312,30811542,35764860,61766524,29171630,59374048,106668512,46080212,49613520,29027818,11326645,17734260,31170452,13920936,16708630,37362608,12339637,22127738,43589020,14963425,20473496
"167","LP_001981","TAG 52:4",872.767368,"-0.5741","0.0188","[M+NH4]+",NA,"C55H98O6","854.736342","Triacylglyceride","16:0/16:1/20:3 | 16:0/18:2/18:2 | 16:1/18:1/18:2 | 16:0/18:1/18:3 | 14:0/16:0/22:4 | 16:0/16:0/20:4 | 14:0/18:1/20:3",4221425,3279994,5609102,5560438,3963621,6521152,3708845,4509707,4635484,5641882,5484526,6467490,4268625,5759563,6270908,8407828,5445248,6540384,6211518,6215489,6658708,8801988,5828562,7220184,3119648,4724148,4196818,6467062,5561178,6758840,4479583,4966625,6149606,10018062,5067252,5232772,3487896,1495502,1716742,5070531,1250447,1472454,3679215,1203060,2703307,6875479,2032353,2649014,1266839,632204,1061141,2132988,822670,981032,1833505,633959,1208265,2239300,853927,962478
"168","LP_002025","TAG 54:0",908.8628528,"-1.2732","-0.0044","[M+NH4]+",NA,"C57H110O6","890.83024","Triacylglyceride","18:0/18:0/18:0 | 16:0/18:0/20:0 | 16:0/16:0/22:0 | 14:0/16:0/24:0 | 14:0/20:0/20:0 | 14:0/18:0/22:0 | 15:0/15:0/24:0 | 14:0/14:0/26:0 | 14:0/15:0/25:0 | 12:0/18:0/24:0",20315484,1998100,1515006,2078049,23309868,26011538,14361958,3020228,4820746,1656033,13040016,1313741,2872528,7602932,3896048,1487083,3679529,2081767,13167745,27907312,32984536,2575614,1356314,1861245,15837378,1535715,1886109,1257753,1893465,50898708,9327898,31553354,28973914,6226155,25639524,1674816,22201254,8928242,2311047,1968014,35956368,2998415,8131679,2461871,2289228,47327860,2105504,6056552,4982439,8945657,4736714,4149827,2327348,16825534,5469222,1411504,2248834,34357344,2681847,32773886
"169","LP_002036","TAG 54:1",906.8464683,"-1.0285","-0.0035","[M+NH4]+",NA,"C57H108O6","888.814592","Triacylglyceride","18:0/18:0/18:1 | 16:0/18:0/20:1 | 16:0/18:1/20:0 | 16:1/18:0/20:0 | 16:0/16:0/22:1",140641696,181412656,183306799,135434816,165187936,235040176,147006512,176860240,155486896,161620273,244107904,247484575,145059856,255501872,215625199,250178672,265155104,347192959,165272416,257973777,223515760,251742080,272745792,350539840,109673672,248376128,190031743,227645135,311344896,353873152,121552656,215364705,303107072,252980992,280616768,344171775,149322625,163519360,245791855,234195360,184000896,261822144,163161376,167306608,297835904,285818815,225371840,284239743,136897424,74808464,156345520,203006064,112441024,92037984,163966161,105105000,197080752,215933952,142056768,177873969
"170","LP_002047","TAG 54:2",904.830411,"-0.4952","-0.0039","[M+NH4]+",NA,"C57H106O6","886.79894","Triacylglyceride","18:0/18:1/18:1 | 18:0/18:0/18:2 | 16:0/18:1/20:1 | 16:0/18:0/20:2 | 16:1/18:0/20:1",214281456,283614209,282054016,222154847,266357008,363042752,211366032,265941409,244442735,274133952,360117503,377281665,201361359,360451265,323228032,372601409,404044737,460372479,238179024,352425025,344365120,396257536,405026432,457554495,150577744,342183807,288233344,337706433,419669696,458070273,184557920,336542849,412845887,392331328,402897343,438610753,213956784,192718944,263758303,327914944,192089584,250186128,226827856,202119169,336150655,369691328,269990656,311935487,168193312,69153664,139396592,240792592,98493528,91407600,206564336,111371824,192699344,264816464,129445232,175400592
"171","LP_002058","TAG 54:3",902.8146455,"0.139","0","[M+NH4]+",NA,"C57H104O6","884.78329","Triacylglyceride","18:1/18:1/18:1 | 18:0/18:1/18:2 | 16:0/18:1/20:2 | 16:0/18:0/20:3 | 16:1/18:0/20:2 | 16:0/16:0/22:3 | 16:1/18:1/20:1 | 16:0/18:2/20:1",133760288,188480768,201459680,176072544,174943761,247051903,143347696,176160592,180926927,214439137,259349423,264847711,151764304,238246976,246837376,306777856,280009216,320203969,163817344,235533616,260024561,287408767,277419008,310654913,97735384,221518640,188394976,242551648,246904144,300722368,125845048,219816736,264893696,319139520,252087664,292227391,126038336,94824400,139481088,206555472,91531192,132922480,147277472,102984680,178292208,249370976,130413968,173151201,90884424,31845662,64707360,124938912,42707160,43131048,111520480,46209672,88206272,141697776,50670912,81638096
"172","LP_002069","TAG 54:4",900.7992782,"0.1867","0.0127","[M+NH4]+",NA,"C57H102O6","882.76764","Triacylglyceride","16:0/18:1/20:3 | 18:1/18:1/18:2 | 16:0/16:0/22:4 | 16:0/18:2/20:2 | 18:0/18:2/18:2 | 16:1/18:1/20:2 | 16:0/16:1/22:3 | 16:1/18:0/20:3 | 14:0/18:0/22:4 | 16:0/18:0/20:4 | 14:0/20:2/20:2",33839804,33409232,48571796,47427592,29372344,49711068,33619000,30698668,45290984,53628104,45614952,55146232,36048840,48937812,52917296,70187856,48968748,62898756,39161808,42516552,54398604,69071088,49747968,61673944,22131434,40353920,40851596,54842208,39813036,49750352,24006872,50917700,49032060,68570496,41382696,51473572,26011166,12504102,18552838,34280988,12889658,16678088,27274208,11723512,29346962,44371188,17382646,24825156,13027814,4701386,9038707,13720314,5394348,6179766,15874016,5894994,9139532,20536606,5486773,10772874
"173","LP_002135","TAG 56:0",936.8942556,"-0.3399","-0.0075","[M+NH4]+",NA,"C59H114O6","918.86154","Triacylglyceride","14:0/16:0/26:0 | 16:0/16:0/24:0 | 14:0/18:0/24:0 | 16:0/18:0/22:0 | 15:0/15:0/26:0 | 15:0/16:0/25:0 | 16:0/20:0/20:0 | 18:0/18:0/20:0 | 14:0/20:0/22:0",5198902,934359,853858,962806,5959772,5822339,3494785,1151068,1674386,733130,3545930,757305,1229799,2311202,1579315,763532,1644314,1096661,3792907,6544619,8271166,1109811,804017,1066350,4270897,965865,1079639,789887,1111146,12614042,2952733,7892149,7578851,1917050,6832150,1008453,5834414,2600657,1364810,1122993,10300168,1798145,2407267,1263386,1367138,11768628,1290668,2468752,1989779,3145995,2233495,1729789,1843034,5501630,2015680,983420,1341722,9510169,1794715,9833904
"174","LP_002146","TAG 56:1",934.8777768,"-0.4966","-0.0026","[M+NH4]+",NA,"C59H112O6","916.84589","Triacylglyceride","18:0/18:1/20:0 | 16:0/18:1/22:0 | 18:0/18:0/20:1 | 16:0/20:0/20:1 | 16:0/18:0/22:1 | 16:1/20:0/20:0 | 16:1/18:0/22:0 | 16:0/16:1/24:0 | 16:0/16:0/24:1 | 14:0/18:1/24:0 | 14:0/18:0/24:1 | 14:0/20:1/22:0 | 14:0/20:0/22:1 | 14:0/16:0/26:1",22194368,23652218,23655366,17576642,27949856,38253204,22218650,24899004,21170486,18689612,32773052,32933044,20337818,37208824,31466720,29239700,39178832,49226992,28812146,41050372,35641228,33274816,35538764,49858080,17851682,34158736,26373750,30107482,46654568,67367384,17290816,34921500,51282112,36621680,52881240,50130584,25544558,26054030,38503104,35746252,37348056,46061408,25670612,24223620,47082484,49581180,37175168,49060160,21462136,12754531,26103262,32953910,20534608,16360722,23996706,16531192,31618984,37480792,22250696,33465838
"175","LP_002157","TAG 56:2",932.8620176,"0.0307","-0.0088","[M+NH4]+",NA,"C59H110O6","914.83024","Triacylglyceride","18:1/18:1/20:0 | 18:0/18:1/20:1 | 16:0/20:1/20:1 | 18:0/18:0/20:2 | 16:0/20:0/20:2 | 16:0/18:1/22:1 | 16:1/20:0/20:1 | 18:0/18:2/20:0 | 16:0/18:0/22:2 | 16:0/16:1/24:1 | 16:1/18:0/22:1 | 16:1/18:1/22:0 | 16:0/18:2/22:0 | 16:1/16:1/24:0",41274364,54759144,56080800,43957664,54026488,77905440,40111364,53602896,47851520,49132428,76937064,86806216,44108012,77789048,70530304,81342192,100917944,125846744,51914012,74043696,70954072,83687736,95186664,120664656,31936852,76236664,57066916,72362704,102743248,115652624,35266004,65428828,93834608,81845824,97416088,124091352,41464564,43403964,65861044,72288256,47988908,71941000,45663080,44008968,83098256,81288968,65394504,77665320,35100864,14967499,35215272,55725992,25329888,19590224,43968912,21935072,45206012,54158048,33115980,37937904
"176","LP_002168","TAG 56:3",930.8464862,"0.619","0.0047","[M+NH4]+",NA,"C59H108O6","912.81459","Triacylglyceride","16:0/18:0/22:3 | 18:0/18:0/20:3 | 18:1/18:1/20:1 | 18:0/18:1/20:2 | 16:0/20:1/20:2 | 18:0/18:2/20:1 | 16:0/18:1/22:2 | 16:1/20:1/20:1 | 16:0/20:0/20:3 | 18:1/18:2/20:0 | 16:1/18:0/22:2",46128212,62371368,68246520,54473516,58835620,94707576,48603832,64208948,59499264,67276680,92423440,102248712,55834096,85004848,85268768,95949832,107148800,118915792,59085484,84765704,79880496,97982376,103140392,124177592,37288988,87587760,68195264,90371728,105959232,123581536,44357608,72165600,99815592,93484032,104455600,118406200,46945216,40927896,60481080,77024728,42664232,59628132,52383224,42620468,74093552,94528160,64749744,68447536,35104540,11696480,27808384,49462420,18743268,16724978,44754044,18196522,34622796,49153452,25099660,31600890
"177","LP_002179","TAG 56:4",928.8297865,"-0.4064","0.0202","[M+NH4]+",NA,"C59H106O6","910.79894","Triacylglyceride","16:0/18:0/22:4 | 18:0/18:1/20:3 | 16:0/18:1/22:3 | 18:1/18:1/20:2 | 16:0/20:2/20:2 | 16:0/20:1/20:3 | 18:0/18:0/20:4 | 16:0/16:0/24:4",97884496,109206272,143921440,121162504,86012336,134432208,92467384,102555936,130777832,124110040,133827648,139111808,107244008,104523344,129607328,165769488,121813520,138378544,119276544,107411144,154459328,166249024,109244992,123563272,85133344,109512352,99898224,141933872,115708400,106042384,105147216,111945728,124936216,146841152,105712632,113153856,75309976,32315232,46604712,88542568,33510208,38860028,83801632,32903102,53140624,111217168,49533728,52839184,26912538,6469914,15386268,31534982,9783060,10800626,36193680,8609961,20899736,31662522,13941336,18419448
"178","LP_002245","TAG 58:0",964.9257024,"-1.1903","-0.0062","[M+NH4]+",NA,"C61H118O6","946.89284","Triacylglyceride","16:0/16:0/26:0 | 16:0/18:0/24:0 | 14:0/18:0/26:0 | 14:0/16:0/28:0",5834929,662012,467688,495374,5932962,6189478,3635664,712975,1221317,357344,3211961,432332,698024,1958046,1066461,554986,1284709,737627,3481399,6807689,10384760,783155,499695,702350,4066051,678943,864263,432277,786522,16878320,2752980,10470543,9103272,1898326,7674212,775704,6680700,2418446,1110329,758017,12376214,1386633,2436569,943106,1217243,14938557,863022,2266703,1990310,2761602,2178815,1627212,1283845,6014466,1989147,662084,1064946,12129289,1430183,13800534
"179","LP_002256","TAG 58:1",962.9089895,"-0.4242","-0.0061","[M+NH4]+",NA,"C61H116O6","944.877192","Triacylglyceride","16:0/18:1/24:0 | 18:0/18:1/22:0 | 16:0/18:0/24:1 | 16:0/16:0/26:1 | 16:1/18:0/24:0 | 16:0/16:1/26:0 | 18:1/20:0/20:0 | 16:0/20:1/22:0 | 14:0/18:1/26:0 | 14:0/18:0/26:1 | 16:1/20:0/22:0 | 18:0/20:0/20:1",14486904,16262598,14331982,10640605,15995966,21229114,13204480,15438271,15044145,11221119,20344890,19189810,14502467,23684504,21088992,19440916,23665536,30627970,18009684,25710592,30452688,20085188,21817292,31342696,10950729,24219214,20595200,18364352,27731870,44369360,12846154,26018256,37431912,22168838,33341874,32396462,18371078,16318665,24194110,20923600,26611748,26962876,16808964,16365455,31698132,35345280,19881524,27785832,15133058,8462484,18267668,21467036,13374045,10858960,17180820,11444678,21093878,28668792,15340152,24460028
"180","LP_002267","TAG 58:2",960.8930929,"-0.7161","-0.0086","[M+NH4]+",NA,"C61H114O6","942.86154","Triacylglyceride","18:1/18:1/22:0 | 16:0/18:1/24:1 | 18:0/18:2/22:0 | 18:0/18:1/22:1 | 16:0/18:2/24:0 | 16:1/18:0/24:1 | 16:0/16:1/26:1 | 18:0/20:1/20:1 | 16:0/20:1/22:1 | 16:1/18:1/24:0 | 16:1/20:1/22:0 | 18:1/20:0/20:1 | 16:1/20:0/22:1 | 18:2/20:0/20:0 | 14:0/18:1/26:1 | 16:0/18:0/24:2 | 14:0/22:1/22:1 | 14:0/20:1/24:1 | 14:0/20:0/24:2 | 16:0/16:0/26:2 | 16:0/20:2/22:0 | 14:0/20:2/24:0",17353380,23846718,25333334,16297524,23386876,32645832,17953020,24085172,21258922,19752542,31674960,36673780,20418254,34959888,32316954,32623698,41352652,55488068,22374756,34822484,34853176,34911588,37704244,56422940,13663242,36438312,28849470,32077442,51787048,58598496,16546050,31920810,47598156,36226100,49413980,58483116,21446144,20483848,34478448,35663164,26250280,38409576,22537346,19818872,45041000,40328632,29055832,39503772,18198184,6586860,17324978,28931240,12945597,9576666,19561544,9682723,23973030,27645132,14627734,21095962
"181","LP_002278","TAG 58:3",958.8778157,"0.0456","-0.0091","[M+NH4]+",NA,"C61H112O6","940.84589","Triacylglyceride","18:0/18:0/22:3 | 18:1/18:1/22:1 | 16:0/20:0/22:3 | 18:0/18:2/22:1 | 18:0/18:1/22:2 | 16:0/18:0/24:3 | 18:1/18:2/22:0 | 18:1/20:1/20:1 | 16:0/18:2/24:1 | 18:2/20:0/20:1 | 16:0/18:1/24:2 | 18:0/20:0/20:3 | 18:1/20:0/20:2 | 16:0/20:2/22:1 | 16:0/20:3/22:0 | 16:1/18:1/24:1 | 18:0/20:1/20:2 | 16:0/20:1/22:2 | 16:1/20:1/22:1 | 16:1/18:0/24:2 | 16:1/20:0/22:2 | 16:1/18:2/24:0",14754457,21100306,22237148,15234064,18870568,28208740,16002472,19980240,20196032,18125820,27148678,31159080,18710974,27963462,29548300,32478478,34665104,45823432,21468230,29444584,29025196,32747614,34651396,47922024,13685270,30048974,26145646,28103062,37832856,45157788,15276470,27745516,37069532,33899188,37206560,45218872,18827072,15311672,23180940,30550018,16589464,24471656,20094380,14895862,30658572,33343790,23903694,25771254,12579356,3843832,10040173,18716530,7166581,5573572,16464072,5716018,13709355,19905798,8149145,11249371
"182","LP_002289","TAG 58:4",956.8613202,"-0.5903","0.0035","[M+NH4]+",NA,"C61H110O6","938.83024","Triacylglyceride","18:0/18:0/22:4 | 18:0/18:1/22:3 | 16:0/20:0/22:4 | 18:0/20:1/20:3 | 18:0/20:2/20:2 | 16:0/18:0/24:4 | 16:0/20:1/22:3 | 18:1/20:0/20:3 | 18:1/20:1/20:2 | 18:1/18:1/22:2 | 16:0/18:1/24:3 | 16:0/20:2/22:2 | 18:2/20:1/20:1 | 16:0/20:3/22:1",34928424,46768504,55770464,38296912,39829996,57780128,31356380,41656772,50314268,41629272,59437360,68207704,44840380,58378640,66947976,73338688,69390464,83434656,47573900,53408764,66036044,70039736,70822056,87201328,30408988,61055920,49193984,62902556,69438896,74354216,34625820,58710368,75324568,78396664,65542720,80815912,33769372,22156922,34062732,54287384,25937424,35101696,39016956,22263620,43299496,62025912,37455308,39466056,19425484,4363482,13074326,24885960,8192786,7652112,25295744,6291163,17341762,29863948,11189941,14998781
"183","LP_002300","TAG 58:5",954.845886,"-0.0335","0.0342","[M+NH4]+",NA,"C61H108O6","936.81459","Triacylglyceride","18:0/18:0/22:5 | 18:0/18:1/22:4 | 16:0/18:0/24:5 | 18:1/18:1/22:3 | 16:0/20:1/22:4 | 16:0/20:0/22:5 | 16:0/18:1/24:4 | 18:1/20:2/20:2 | 18:1/20:0/20:4 | 16:0/20:2/22:3",116016048,140316336,183995887,134957712,115276480,170594768,105727424,133634928,164437968,143472336,162123536,181990464,137891488,163965040,193073232,205084768,181306192,204112479,152977968,166225232,195916497,214186545,168618976,189545168,106342840,167901615,157007712,190995489,170483103,190336816,120073992,184722352,214271088,205462928,169517088,191511872,106058984,59408876,82193376,141447664,61696916,85598648,117044144,55431460,97372680,165883535,91312424,102489296,47342124,13547160,32206616,62816768,19858112,21377924,63847996,17125674,43362856,72873872,24468144,34316648
"184","LP_002311","TAG 58:6",952.8294646,"-0.6007","0.0392","[M+NH4]+",NA,"C61H106O6","934.79894","Triacylglyceride","18:0/18:1/22:5 | 18:1/18:1/22:4 | 16:0/20:1/22:5 | 16:0/18:1/24:5 | 18:0/18:2/22:4 | 18:0/20:3/20:3 | 18:1/20:2/20:3 | 16:0/20:2/22:4 | 18:1/18:2/22:3 | 18:2/20:1/20:3 | 16:0/18:0/24:6 | 16:0/20:3/22:3 | 18:2/20:2/20:2 | 18:1/20:1/20:4 | 16:0/18:2/24:4",148328112,200340528,236769233,184577809,174295536,263030960,139184864,196330912,213528512,199277697,244337121,274332480,177928112,245238079,286655039,292619327,284128128,314605888,184174353,254700177,282824576,303627712,257679953,309036032,137570992,240212895,222401648,268275313,268928960,273504385,157443071,260205423,286586240,302954560,252446224,291588736,147185760,76003048,107407936,188523440,74914704,93685536,154608080,74914384,131905496,231119712,123196496,124085376,67313136,12978961,34065208,75736048,18790614,22956520,91882560,17107998,45091560,87051328,26569702,39730440
"185","LP_002355","TAG 60:1",990.940194,"-1.2099","-0.0046","[M+NH4]+",NA,"C63H120O6","972.90849","Triacylglyceride","18:0/18:1/24:0 | 16:0/18:1/26:0 | 16:0/20:1/24:0 | 16:1/18:0/26:0 | 16:0/18:0/26:1",10254985,12670992,11924545,7015799,11924705,16652415,9396225,11725250,10570556,7925246,15876766,16641680,9766874,20000384,17935968,15504885,20323548,28438956,13797043,22053272,26112834,16502147,18582120,27605958,7908294,23983692,19997830,14102985,27416596,45793840,9643607,28983418,35142140,20941214,31577206,32436462,15385737,14729895,29761414,23342768,23776624,31930514,17202264,16223220,37031240,33732180,22022150,36456144,16627380,7979344,20716988,24915412,16132496,9770663,17222124,13384298,25264746,32927720,18325578,28631538
"186","LP_002366","TAG 60:2",988.9240195,"-0.5698","-0.0168","[M+NH4]+",NA,"C63H118O6","970.892842","Triacylglyceride","18:1/18:1/24:0 | 16:0/18:1/26:1 | 18:0/18:1/24:1 | 18:0/18:2/24:0 | 16:0/18:2/26:0 | 16:1/18:1/26:0 | 16:1/18:0/26:1 | 16:0/20:2/24:0 | 16:0/20:1/24:1 | 16:0/18:0/26:2 | 18:1/20:1/22:0 | 16:1/20:1/24:0 | 18:0/20:2/22:0",12609996,20524514,21304072,13128633,17575320,24339154,12918450,18352898,19446462,13612650,25301058,28182132,18459224,31697698,30801156,27456010,35920436,45946944,21407960,30133456,34477964,27352402,33473228,47501392,11514758,35891404,30127888,23003182,42688444,49682548,14232852,31779102,46576712,31319766,43242340,51152040,19776318,20702758,37543536,34313748,26868714,37703188,21700436,20495528,48022436,41251972,27202110,40967464,17878208,6710759,19900980,31012980,14031615,8721507,22033512,11232974,24554304,33251532,14459073,20719956
"187","LP_002377","TAG 60:3",986.908535,"-0.7072","-0.01","[M+NH4]+",NA,"C63H116O6","968.87719","Triacylglyceride","18:1/18:1/24:1 | 18:1/18:2/24:0 | 18:0/18:2/24:1 | 16:0/20:3/24:0 | 16:0/18:2/26:1 | 16:1/18:1/26:1 | 16:0/18:1/26:2 | 16:1/18:0/26:2 | 18:0/20:3/22:0 | 18:1/20:2/22:0 | 18:0/18:1/24:2 | 16:0/20:2/24:1 | 18:1/20:1/22:1 | 16:1/18:2/26:0 | 16:1/20:1/24:1 | 18:2/20:1/22:0 | 18:0/18:0/24:3 | 16:1/22:1/22:1 | 20:1/20:1/20:1 | 18:0/18:3/24:0 | 16:1/20:2/24:0 | 16:0/22:0/22:3 | 16:0/18:3/26:0",9907414,15388564,16846128,9819655,13822692,19071392,8783048,13991639,14408341,11781510,19170396,23670116,13688116,23782812,23293176,22578672,27615138,35793848,15476028,21104960,24862060,22535248,28380970,37245100,9726692,24950780,20893484,21301144,32913744,39350288,10763824,25075204,33263160,25161862,33456434,39249432,15318047,13173543,23612354,28170940,16518582,23073954,17045870,13916385,32043284,29838840,21020644,24490000,12818520,3304835,10946797,19512744,6782180,4919909,14117712,5172089,13967724,19887102,7917735,11635910
"188","LP_002388","TAG 60:4",984.8929264,"-0.0077","-0.0205","[M+NH4]+",NA,"C63H114O6","966.86154","Triacylglyceride","18:0/18:1/24:3 | 18:1/18:2/24:1 | 18:1/18:1/24:2 | 18:0/18:2/24:2 | 16:0/20:1/24:3 | 18:1/20:0/22:3 | 16:0/20:3/24:1 | 18:0/18:0/24:4 | 20:1/20:1/20:2 | 18:0/20:0/22:4 | 18:0/20:1/22:3 | 20:0/20:1/20:3 | 18:0/20:3/22:1 | 16:0/22:1/22:3 | 16:0/18:0/26:4 | 16:0/18:1/26:3 | 18:2/20:1/22:1 | 16:0/20:2/24:2 | 16:1/18:1/26:2 | 18:1/20:2/22:1 | 16:1/20:0/24:3 | 16:0/18:2/26:2 | 16:0/20:0/24:4 | 16:1/18:0/26:3 | 20:0/20:2/20:2 | 16:1/20:1/24:2 | 18:1/20:3/22:0 | 18:0/18:3/24:1 | 16:0/22:0/22:4 | 16:1/20:3/24:0 | 18:2/18:2/24:0",7492775,12266544,15138144,8957851,9890052,16020784,7557740,10950070,13185670,10309598,15703556,16886016,13680161,16605848,21024790,20492434,20586346,26919416,13850038,17403332,23062264,20633204,20468500,30835608,9513118,20952960,18564772,17921128,23093188,29941860,10389411,20436074,26562630,22710100,24338422,30014276,15138978,9797109,17333442,25084692,11351194,16966926,15928062,10050137,22863362,27941862,15374386,18832496,10470708,2117996,7130162,13731405,4005454,3706087,11521771,3263482,9238476,15056690,4741365,6861869
"189","LP_002399","TAG 60:5",982.8769363,"-0.3293","0.0124","[M+NH4]+",NA,"C63H112O6","964.84589","Triacylglyceride","18:0/20:1/22:4 | 18:0/20:0/22:5 | 18:0/18:1/24:4 | 18:1/20:0/22:4 | 18:0/18:0/24:5 | 16:0/20:1/24:4 | 16:0/22:0/22:5 | 16:0/18:0/26:5 | 16:0/22:1/22:4 | 18:1/20:1/22:3 | 16:0/18:1/26:4 | 18:0/20:4/22:1 | 16:0/20:0/24:5 | 18:1/18:1/24:3 | 20:0/20:1/20:4 | 20:1/20:1/20:3 | 18:1/20:3/22:1 | 18:1/20:4/22:0 | 18:0/20:2/22:3 | 20:1/20:2/20:2",11907836,14456776,19733998,12021014,12171090,16941132,10788779,13195948,18973784,12053732,16867268,19797658,17832008,20227680,27179304,26805776,22990988,25908860,18798436,18442556,26376502,24405216,23289124,29055136,14196262,23619772,22801090,22917368,23548892,26020836,14275414,24336754,29113262,27927332,22925096,27434436,19441420,10836006,18345820,28491784,11692420,16613434,20919770,10611934,21354904,30323258,16062274,17257158,11653412,2335153,7053290,13678338,4011441,3948824,13529059,3582858,8509374,15035776,4919948,7009354
"190","LP_002410","TAG 60:6",980.8614453,"0.2633","0.0238","[M+NH4]+",NA,"C63H110O6","962.83024","Triacylglyceride","18:0/18:1/24:5 | 18:0/20:1/22:5 | 18:1/20:1/22:4 | 18:0/18:0/24:6 | 18:1/20:0/22:5 | 16:0/20:1/24:5 | 16:0/18:0/26:6 | 16:0/18:1/26:5 | 18:1/18:1/24:4 | 16:0/20:0/24:6 | 18:0/18:2/24:4 | 16:0/22:3/22:3 | 20:2/20:2/20:2 | 18:1/20:2/22:3 | 18:0/20:2/22:4 | 18:0/20:3/22:3 | 18:2/20:1/22:3 | 16:0/20:2/24:4 | 20:1/20:2/20:3 | 20:0/20:3/20:3 | 20:1/20:1/20:4 | 18:1/18:2/24:3 | 18:2/20:0/22:4",22177754,28302376,35828604,24788658,25330284,37112892,20196374,27631422,32412962,27534278,37205072,40933328,26368640,41783376,41552580,45571520,45685828,53219224,28926856,37159916,45855476,45250516,43403200,51978524,22478964,42195064,38955240,39100576,46658360,53123432,22329318,43995120,50266908,51461732,46205640,51354688,26615702,17735312,25910842,38116056,18808362,25819772,25179326,15584106,30572088,42916884,28029296,28870870,16278644,4028621,11060829,20498120,6046396,6312662,17665450,5090697,12743802,22904052,7441754,11351351
"191","LP_002446","SM 34:0",705.5888576,"-3.0788","-0.0272","[M+H]+",NA,"C39H81N2O6P","704.583226","Sphyngomyelin",NA,9539704,13326636,14282548,16849322,12664251,21238112,9968010,11260872,9993389,18565756,18059962,25521524,9014557,15664652,18426368,28260430,20767438,31998258,9804072,14344366,18246242,20074126,19525628,31443104,6263106,17787188,14303125,16609069,28925718,39572288,6114272,14582876,21529302,17803038,17812324,28856004,12611439,26376656,32036924,31882360,24436236,43013544,7479197,19694656,27927020,21845472,20011948,35901656,18161572,28397320,33918448,39575020,32054228,22389842,9785489,27511280,25401474,33749560,28676340,41075644
