"","Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_06D","R2_06D","R3_06D","R4_06D","R5_06D","R6_06D","R1_06M","R2_06M","R3_06M","R4_06M","R5_06M","R6_06M","R1_12D","R2_12D","R3_12D","R4_12D","R5_12D","R6_12D","R1_12M","R2_12M","R3_12M","R4_12M","R5_12M","R6_12M","R1_24D","R2_24D","R3_24D","R4_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R4_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R4_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R4_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R4_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R4_72M","R5_72M","R6_72M"
"409","LP_24809","PC 36:5",780.5511317,NA,NA,"[M+H]+",NA,"C44H78NO8P","779.546507","Phosphatidylcholine","14:0/22:5 | 16:1/20:4 | 18:2/18:3",748210,2030612,2173302,1305629,1653844,2641305,847615,1670476,1634730,1578179,2811667,3271447,935418,3158094,2672168,2803555,4268135,5906042,1028748,2934550,3088059,2208991,4025628,5902676,535624,2954508,2369704,1976992,5397339,6135586,584668,2374345,3678114,2300222,3639254,6024554,1360589,3375471,5923063,4229814,4841682,6391622,1092086,2366489,5886320,3158259,6524943,6142884,1559219,2964644,5109570,4568318,5320076,3833976,1433547,3247206,3868014,4097390,5501418,5592384
"410","LP_24810","PC 36:5",780.5504905,NA,NA,"[M+H]+",NA,"C44H78NO8P","779.546507","Phosphatidylcholine","16:0/20:5 | 16:1/20:4",35806036,74107912,65931128,48886368,51354368,76464896,37302836,69429088,52800288,50512836,83752472,86146512,37710060,111020488,80369672,71503072,89850104,112108448,42881448,94085848,88405504,71182280,92805968,96752192,23955708,84407984,66796208,60822012,91501536,111754944,27710088,79394976,102021352,70676432,91170720,94918608,39931484,70851016,88687584,66422992,78876816,84375352,39142340,62650816,98483184,76140952,97176008,88602880,44177332,81368840,81035480,68575224,84739536,76417088,43863592,70128944,74173792,70758160,81534960,77167560
"411","LP_24844","TAG 45:1",780.7059622,NA,NA,"[M+NH4]+",NA,"C48H90O6","762.67374","Triacylglyceride","14:0/15:0/16:1",358326,352504,470802,390310,346785,499159,249092,310274,309959,671792,434433,492625,518650,373561,650889,635180,581080,593353,241318,378193,405631,544846,607668,699027,274916,442096,311901,667126,545391,692567,374765,339232,430596,637065,424632,632120,262292,294500,312512,567874,240299,455938,266158,281336,578365,601459,444162,380356,217923,195714,274330,395448,336721,373731,221003,281586,275854,432181,266041,313314
"412","LP_24938","PC 36:4",782.5676996,NA,NA,"[M+H]+",NA,"C44H80NO8P","781.562157","Phosphatidylcholine","16:0/20:4 | 16:1/20:3 | 18:2/18:2 | 18:1/18:3 | 14:0/22:4",1079380,3058469,4057250,2160346,1906964,2923381,1202200,2529186,2739879,2559020,3811286,3933273,1642162,4012850,3793894,3877907,4094759,4783688,1239255,2872017,4248455,2689657,3689639,4241170,777822,2980090,2984997,2675114,4737759,5930166,848160,3003767,4208918,2528099,2965224,4760789,1163164,4027699,6254606,3233307,4978969,6398054,902238,3391942,5798108,3134105,6182140,6712420,1702498,6823227,7735764,3569456,7752634,3901882,1146917,7523450,6181200,3401905,6703018,8175484
"413","LP_24939","PC 36:4",782.5664042,NA,NA,"[M+H]+",NA,"C44H80NO8P","781.562157","Phosphatidylcholine","16:0/20:4",192167264,270467713,322383488,236852367,197108832,312810880,208292272,258612576,246987471,236070769,313699392,322610687,202658529,329894337,374465088,340367359,314001537,365600897,240572561,310942207,380250433,311513665,317308672,338626303,157039632,301022912,260535584,233966545,356583424,413693632,164194416,316103873,365814145,295947392,275427840,331884159,171999328,195057888,307694081,218900048,242380015,277395392,169345776,163993248,314463681,230692753,233601471,286227264,115907808,217866096,253908047,199411487,229357119,190339664,118845752,206356048,247525281,209849424,231544528,275908287
"414","LP_24975","TAG 45:0",782.7209229,NA,NA,"[M+NH4]+",NA,"C48H92O6","764.68939","Triacylglyceride","14:0/15:0/16:0 | 15:0/15:0/15:0 | 13:0/16:0/16:0 | 14:0/14:0/17:0 | 13:0/15:0/17:0 | 12:0/16:0/17:0 | 13:0/14:0/18:0 | 12:0/15:0/18:0",960897,1074364,1336746,1282444,1184126,1419468,877481,1000772,1062399,1711762,1343989,1579963,1236393,1125294,1528018,1699602,1511816,1430239,822481,1068156,1242065,1363795,1394850,1747488,939032,1153182,1038122,1529003,1550099,2047366,973115,903066,1171312,1466260,1216680,1661936,967111,1022115,1195332,1557104,984273,1469550,918380,921335,1767881,1426261,1473576,1231717,804091,705062,1066348,1259432,1266833,1221682,801261,967580,1034392,1213175,1023773,1215944
"415","LP_25128","PC 36:3",784.5806432,NA,NA,"[M+H]+",NA,"C44H82NO8P","783.577807","Phosphatidylcholine","16:0/20:3",3470783,3955655,2882654,2671112,3666297,5002872,3361928,3518724,2388003,2476222,5841083,5067772,2696864,4294710,3794901,2385170,4587327,5784428,2703486,4456334,4220791,3090442,5354122,4827226,1590807,3485371,2199166,2328624,5057538,5680506,1493624,3776467,4297526,2795906,5875055,4046666,1575885,1612934,2131808,1690958,4982664,2964792,1223352,1656271,2704608,2374213,3349380,4187532,1679004,3033528,3417864,1067666,3043468,2875584,1724463,1801652,1636164,3093984,3726118,4914792
"416","LP_25137","GlcCer(d18:1/22:0)",784.6648923,NA,NA,"[M+H]+",NA,"C46H89NO8","783.658819","Ceramide",NA,4564013,2926049,2610070,4042703,4299814,4395452,4536460,3527809,3283796,3630135,4084365,2296094,3368192,2600958,2414182,1586826,2897219,1203577,3811524,3075555,3926227,2690346,1789013,948124,2334234,1104258,2060250,2092600,1140779,2688445,2639434,3556129,2685599,2808524,3413814,785740,2774179,1243443,356884,1332328,3111636,317053,2524827,1482931,392196,3378906,925835,890771,2441091,662459,537425,575075,203251,2039870,2707259,165457,225564,2047342,303008,863362
"417","LP_25230","SM 40:2",785.6493689,NA,NA,"[M+H]+",NA,"C45H89N2O6P","784.645826","Sphyngomyelin",NA,1118503,1690140,1558475,952693,999038,1492302,853652,1396996,974267,1072359,1511126,1941946,1075788,1506128,2030901,1516386,1694043,2125808,1365182,1515246,2101131,1308295,1607305,2606142,862604,1637994,1433890,948918,2261498,3170684,813516,2094070,2404315,1339430,1629574,2331855,1166001,1127382,2499362,1363628,1862736,2472590,1053544,1001756,3122068,1559814,1415460,2670484,1316669,1167390,2258426,2084358,1794596,855498,1091406,1583364,2459864,2395378,1419764,2466864
"418","LP_25231","SM 40:2",785.6548019,NA,NA,"[M+H]+",NA,"C45H89N2O6P","784.645826","Sphyngomyelin",NA,1625383,1931716,1784407,1313269,1014037,1493289,1410938,1570714,1314575,1232178,1494744,1236292,1215536,1742663,1670826,1543393,1046937,1973048,1560575,1518047,2209183,1406186,1137486,1818675,927458,1469837,1121922,1051236,1393258,2241517,836445,1919229,2172972,1378714,1303704,1590979,1444708,1870648,2106376,1565039,1813652,2202236,1083996,1581747,2409463,1407178,1318823,2538026,1476148,2858878,3180684,2233855,3531652,1727627,1321796,2889172,2826936,2804341,2600438,3841136
"419","LP_25476","SM 40:1",787.6673089,NA,NA,"[M+H]+",NA,"C45H91N2O6P","786.661476","Sphyngomyelin",NA,800034,2243746,2394368,664867,669950,1431254,775308,1613088,825098,565838,1735588,1206525,518120,2420553,2412323,1429595,1729014,3324301,1204067,2271486,3560392,1502561,1685440,2182871,416745,2221812,1144898,707649,3431275,4231046,416067,2968988,4193304,1229099,2243784,3377984,1046916,1367642,5180041,2088868,2857108,3938555,708146,881518,5964057,1747984,1979276,5440302,904220,2306086,6832061,1645504,4848895,920766,1051592,4235533,5237171,3529374,4807222,7516596
"420","LP_25726","SM 40:0",789.6857253,NA,NA,"[M+H]+",NA,"C45H93N2O6P","788.677126","Sphyngomyelin",NA,605658,334227,267072,623480,483849,749318,516280,354696,372680,648551,545027,554410,410667,518691,564217,735848,524834,541647,445049,491291,623068,684346,353708,641590,348228,377337,456801,594700,494976,1112288,336757,610606,805868,773881,550836,466949,739309,894277,634418,884836,875299,771128,416764,602732,543610,1147924,362863,812701,792958,746590,776104,960568,318186,931190,453753,210459,541271,1110722,563375,1153610
"421","LP_25837","PC 36:0",790.6303403,NA,NA,"[M+H]+",NA,"C44H88NO8P","789.624757","Phosphatidylcholine","18:0/18:0 | 16:0/20:0",3738371,8099220,8039676,5128114,5453426,8155176,3440694,7273888,5818246,5714768,8496460,10289100,3732584,10163446,11726893,10024642,10371162,18960804,4840012,9736184,12618658,8086498,11560164,17847172,2626562,12193399,9151123,7448170,15431220,22018120,2943126,11995332,17499950,9477792,13205636,20844936,5633650,12591680,24634758,11841700,16115597,24143496,5268437,10759276,29029924,12312163,15602480,27642668,7502940,16272062,24422860,17884886,23986960,15524553,6246278,20086024,25914778,18535814,24484652,31188298
"422","LP_25969","PC 37:6",792.5513579,NA,NA,"[M+H]+",NA,"C45H78NO8P","791.546507","Phosphatidylcholine","17:1/20:5",292666,1128454,953026,390665,625196,948051,362935,962537,704894,472933,1133411,1364694,376607,1905201,1251031,987668,1511256,1771562,399936,1709655,1282530,773272,1417675,1653834,220330,1228908,956542,658453,1732715,2396426,257919,983286,1825140,665423,1253113,1778407,382385,952192,1842783,790740,1178613,1588245,320078,822480,1955178,782850,1446266,1617891,501889,1035472,1536414,919060,1486944,856106,457159,1265155,1394441,933972,1321540,353428.6
"423","LP_25971","PC 37:6",792.5514374,NA,NA,"[M+H]+",NA,"C45H78NO8P","791.546507","Phosphatidylcholine","15:0/22:6 | 17:1/20:5",580711,1405241,1392555,829671,837431,1149714,657034,1036867,1014454,865292,1530755,1909554,667526,1492523,1421003,1455292,1449079,1667698,641732,1522022,1312225,958694,1360262,1641018,354032,1260636,919595,920696,1676852,2029248,428469,920194,1526314,858850,1080452,1564447,373732,932985,1625494,938473,1156300,1899216,405833,845257,1427399,682761,1816190,1675682,431544,1203716,1666969,1228411,1840985,1144781,358696,1510116,1436887,744166,1697817,544554.2
"424","LP_25975","PE 40:6",792.5515256,NA,NA,"[M+H]+",NA,"C45H78NO8P","791.546507","Phosphatidylethanolamine","18:0/22:6",19556968,26550354,31895962,18089014,20397416,21115952,18331882,24086540,17819832,16769672,20532912,22737532,17905062,25108706,25022640,19939040,25686988,31898396,21858934,22103404,31207398,18737258,22652760,27473016,16862476,26633450,22669782,16043822,32238860,33806184,14935120,27454696,32540820,19417046,25579188,29573006,22175884,24092204,35067392,26054396,31020428,34065224,18366616,23409466,33859576,25908228,29241912,33011840,24471298,21874900,34121032,28204456,37108676,16858862,19827816,30944556,32684120,37523112,28948252,38335024
"425","LP_26011","TAG 46:2",792.7061511,NA,NA,"[M+NH4]+",NA,"C49H90O6","774.67374","Triacylglyceride","14:0/16:1/16:1 | 14:0/14:0/18:2 | 12:0/16:1/18:1 | 12:0/16:0/18:2 | 14:1/16:0/16:1 | 14:0/14:1/18:1",148973,191525,159512,261223,138790,400433,197236,168314,200267,174857,429042,596261,112912,355142,167037,676027,581565,885537,225790,371329,418454,688619,611734,884238,84055,344071,214802,519916,391381,612122,79825,304972,490179,880876,450615,652702,136140,133084,159577,220313,193335,236357,131279,120914,197787,428324,200940,304303,91087,107907,121031,215477,137728,172395,82104,81462,122981,179961,79901,225163
"426","LP_26112","PC 37:5",794.5680774,NA,NA,"[M+H]+",NA,"C45H80NO8P","793.562157","Phosphatidylcholine","17:1/20:4 | 17:0/20:5",3240909,5079424,6033470,3438988,3559226,5420626,3035928,4348338,5254588,3416610,5784677,6158411,3305282,6165836,6949608,4625924,4626187,5259865,3509698,4448459,6834810,4971294,5374217,5207345,2012382,4177512,4702394,3670003,4971161,5652904,2416108,5864498,6512826,4043761,4768903,3909664,2003322,1902252,3195763,2765324,3174356,3565978,1876598,1717047,3943388,3346756,2854743,3804756,1255658,2063946,3020034,2018826,2930129,2276056,1449700,2551069,2602933,2630027,3063266,2943334
"427","LP_26113","PC 37:5",794.5655155,NA,NA,"[M+H]+",NA,"C45H80NO8P","793.562157","Phosphatidylcholine","17:0/20:5",586924,1881216,1305479,449049,804809,1017939,363710,1229376,687979,516833,1441714,1025654,264589,3249630,1835868,968453,2224312,2340398,684354,2965079,1923870,1206050,1581344,2305000,249416,2162365,1248421,1073044,3261683,4858358,274866.9,2272691,3583721,1594912,2186885,3125317,1029138,3522784,5272246,2706426,3123643,3336968,1117921,3073424,5606281,3296634,3263464,3442831,2023342,2687078,4049272,3204985,1955410,1781388,1978378,2935712,3732675,4181422,2393302,3245182
"428","LP_26119","PE 40:5",794.5673536,NA,NA,"[M+H]+",NA,"C45H80NO8P","793.562157","Phosphatidylethanolamine","18:0/22:5",10699083,15463620,18006692,9058719,9689436,11313134,9381720,14311314,10866647,8453855,10553359,10974700,10178108,13132260,15772844,11529162,12011316,14895612,11159348,12058464,17905324,9726466,12558478,13766393,9060270,14824722,13179906,8733640,15106262,16718829,8930930,17146242,18838122,10284802,12899809,14313480,12413491,11313091,16055994,13360444,15178074,15141360,10520815,11773772,16877372,14413774,13351698,14972594,12000707,9698333,14492907,13681328,14199956,7106352,10754877,11557888,14384972,16630028,12418091,15841597
"429","LP_26231","PC 37:4",796.5823678,NA,NA,"[M+H]+",NA,"C45H82NO8P","795.577807","Phosphatidylcholine","17:1/20:3 | 15:0/22:4",723637,1538665,1569014,907165,1213231,1659121,772964,1325687,1134590,817256,1643078,1617601,672141,2075506,1560477,1457140,1837978,2215865,791544,1859672,1810135,1198204,1824402,1806502,470022,1718240,1189893,1110531,2108508,2483962,484347,1327652,1709966,1253096,1434098,2167049,610750,1327723,2001255,1178859,1290700,2060040,519871,1069355,2011088,1314016,1630358,2023054,610724,1203843,1600265,1446247,1184539,1075006,689500,1250739,1138036,1176016,1350238,1629981
"430","LP_26233","PC 37:4",796.5827615,NA,NA,"[M+H]+",NA,"C45H82NO8P","795.577807","Phosphatidylcholine","17:0/20:4 | 17:1/20:3",16240826,25611792,31667932,18155756,15319738,21567484,15942154,23888620,24194068,19701028,22574500,24155848,18922360,31167544,33844704,26983282,25384368,29121048,21532368,29178808,34298596,26509576,24688924,27962868,14529074,30469598,27870718,22254194,28443456,30372460,15261230,30197792,34945472,24549442,21817450,26539276,18128324,21920928,31338916,23147232,19368574,28122636,17740022,20501616,34020296,25038898,24291080,28184156,14423915,16964696,24353480,20271148,18639422,14459314,14117238,18579830,23069100,21102576,18230500,22791158
"431","LP_26236","PE 40:4",796.5817487,NA,NA,"[M+H]+",NA,"C45H82NO8P","795.577807","Phosphatidylethanolamine","18:0/22:4",5289127,7234657,12834603,4743286,5022152,5318608,4982768,6501389,6735566,5278410,4712948,5607322,6374728,5234058,8757825,6935812,5669656,5298013,7963657,5428130,9835820,5092529,5293851,6015174,7074302,6673249,8364746,5128009,6203034,7369615,5873695,9798960,8086215,6274179,5431623,5625268,9159526,5529604,8159458,8555650,6486766,6118862,7979072,4388171,7249304,8808212,5805966,6178599,6306303,2939501,6922694,5934793,6484908,2512610,6163170,4286902,6046185,7360164,4904190,6054560
"432","LP_26370","PC 37:3",798.6000812,NA,NA,"[M+H]+",NA,"C45H84NO8P","797.593457","Phosphatidylcholine","16:0/21:3 | 17:0/20:3 | 18:1/19:2",2899832,5040768,5647154,3152283,3174636,4768027,2743654,4629896,4404498,3389120,4089283,4735644,2470760,6912194,5860973,5806115,5188762,6425768,3539164,5653090,6980746,4981266,5393158,6186618,2222518,5432822,5053994,3663249,7496706,8211804,2265379,5312127,7428794,4530167,4776510,5412944,2818830,4524702,6952808,5041698,4569590,5547710,3103968,3218433,6434579,5405118,5402212,6378874,2452700,3377237,5179300,3706452,3394346,2542839,2730615,4152143,5043006,5280932,4318894,4175993
"433","LP_26384","GlcCer(d18:1/23:0)",798.6802225,NA,NA,"[M+H]+",NA,"C47H91NO8","797.674469","Ceramide",NA,915309,655990,635760,635539,991471,831229,828701,772352,826482,619442,732324,462596,697035,597889,578141,272549,615248,192997,872141,709541,872187,455318,365853,178155,522254,192806,541668,409834,278829,512590,618429,888486,564456,559564,738646,210459,613668,210562,107870,271882,573586,89144,614547,219559,77364,666336,171442,214003,516284,73434,163434,104685,96529,424063,560568,43537.52,70762.58,381357,73599,240606
"434","LP_26479","PC 37:2",800.614153,NA,NA,"[M+H]+",NA,"C45H86NO8P","799.609107","Phosphatidylcholine","18:1/19:1 | 17:1/20:1 | 18:0/19:2 | 17:0/20:2 | 16:0/21:2",5728158,13797345,12616986,7136512,9025299,13488028,5688942,12257615,8973536,7870835,14895905,16451097,5456486,19649204,14987082,13113593,18078844,27623338,6700848,18188160,15591852,11321368,19352308,26083930,3422981,17700400,11662548,9345349,27249424,32945762,3524411,13339619,20568396,10729015,18314912,25367076,6921226,23778128,38304104,16915524,26999740,39496480,7024176,20102402,36761348,16710947,30164840,39959680,11314530,29046250,42840800,28058162,39069440,25336886,9805587,35035716,38596520,27342724,37568984,46234432
"435","LP_26548","SM 41:1",801.6842333,NA,NA,"[M+H]+",NA,"C46H93N2O6P","800.677126","Sphyngomyelin",NA,311099,568355,702008,349333,200949,383871,365081,472683,314709,358486,462310,511338,326903,568115,696788,675629,421358,1013388,383585,518773,831564,568516,505707,825693,215025,682249,359302,336137,759457,1002363,224680,623246,918202,456051,484054,804918,404716,385500,952818,640542,417920,859335,300491,402739,1113786,490962,371781,849450,384835,514432,958028,624021,599595,145963,301377,847080,878109,901846,605431,1038800
"436","LP_26549","SM 41:1",801.6822988,NA,NA,"[M+H]+",NA,"C46H93N2O6P","800.677126","Sphyngomyelin",NA,1721350,2907726,2747487,2056232,1901714,2331884,1994064,3334298,2639849,1958573,2374022,2462332,2248413,3112180,4040273,2542106,2408159,3263585,2257586,3387133,4837620,2188702,2201285,2773268,1679990,3383306,3355249,1954406,3261574,3720970,2105634,3968983,4686340,1990136,3109752,2962204,2715967,2693857,4375220,3048826,3236830,3495562,2546620,2937809,4632640,2860155,2557386,4245066,3088458,1907506,5631608,2802308,3890550,2837746,2628948,2572910,4122262,3878604,3483604,4764536
"437","LP_26605","PC 37:1",802.630742,NA,NA,"[M+H]+",NA,"C45H88NO8P","801.624757","Phosphatidylcholine","18:0/19:1 | 18:1/19:0 | 16:0/21:1 | 17:0/20:1",1749492,3801602,4334344,2342367,2528753,4228024,1649101,3543424,2801693,2355944,3819708,4382043,1774005,5521824,5640180,4647536,5119458,7883798,2022451,5156735,5086382,3471536,5637822,6608992,938725,5078853,3709480,3017407,7018363,10979671,1121686,4380750,7215675,3645101,5914027,8237339,1986200,5630688,9974792,5324285,6269252,9987962,1966775,4162113,9779470,4494662,7277077,10373492,2321661,5641438,8444952,6794804,6094184,4058196,2192802,6245394,8001136,6718413,5414352,7789090
"438","LP_26669","PC 38:7",804.5513136,NA,NA,"[M+H]+",NA,"C46H78NO8P","803.546507","Phosphatidylcholine","18:2/20:5 | 18:3/20:4",575045,2019786,2082962,886580,1166224,1972444,683275,1680410,1436101,1064575,1914217,2279611,489683,2435098,1837130,1208237,2262510,1859184,606282,1904976,1911811,794357,1889964,1852506,198535,959834,942031,665924,1586240,1306831,170723,948911,1189919,758070,777776,929757,223749,845062,1125489,390598,927570,180069.3,196166,493528,1114648,375578,893878,212137.5,155928,189462,948436,267622,190555,167074.1,203961,231408,504254,456197,256223,318970
"439","LP_26670","PC 38:7",804.5513864,NA,NA,"[M+H]+",NA,"C46H78NO8P","803.546507","Phosphatidylcholine","16:1/22:6 | 18:2/20:5 | 18:3/20:4 | 16:2/22:5",193509,526834,674374,464207,482446,1109809,254006,483741,479422,592806,989978,1267846,335987,794537,1039620,792686,1502833,1762186,419389,981072,964522,478363,1389017,1941277,142595,561630,656608,534047,1853229,1673615,118430,699131,672882,451630,1028472,1524046,273696,923678,2209574,670114,1895864,2018277,273412,597790,1877835,757573,2024179,2315376,273514,1694761,2149232,1280174,3273026,1922606,289394,1813238,2077846,1023152,2297123,2692251
"440","LP_26832","PC 38:6",806.5683235,NA,NA,"[M+H]+",NA,"C46H80NO8P","805.562157","Phosphatidylcholine","16:1/22:5 | 18:2/20:4",241513,1016920,1114248,392362,494880,885151,174540,536762,521640,392884,1057292,1265350,278128,1550844,1398972,1324546,1545342,2481367,300930,1430010,1351032,598716,1673308,2840496,98039,1299080,976714,474704,2264703,3087586,126036,916880,1640728,671662,1128596,2432212,330608,1061394,2700066,1377986,1643033,2635536,190536,486940,2986112,811426,1995004,2650412,255672,1068091,2026455,1036742,2406294,1086098,150314,1505475,1667034,977903,2122118,2688154
"441","LP_26833","PC 38:6",806.5662169,NA,NA,"[M+H]+",NA,"C46H80NO8P","805.562157","Phosphatidylcholine","18:1/20:5 | 18:2/20:4",6762142,19737428,19276072,9714726,12953622,19346232,7501143,19109080,15546144,12021002,22024764,25223984,8325402,28286520,24699940,16152916,21168696,28391728,7956800,25396124,23128048,16658860,25965744,28328416,4316239,22112808,17223948,13039808,22124776,29252100,4837813,19270484,28850572,12896776,21118076,24566160,7758242,18564600,25773040,14817232,16931624,26720708,7236058,17728260,28288304,16171540,26127320,29115816,9563628,19280512,27215196,18692720,20689528,16985932,8441016,21732684,24567760,19150048,22078764,27050112
"442","LP_26834","PC 38:6",806.5664387,NA,NA,"[M+H]+",NA,"C46H80NO8P","805.562157","Phosphatidylcholine","16:0/22:6 | 18:1/20:5",35198644,57439892,51312000,38031120,42894856,59886052,34994588,54114536,46961296,42355292,68312672,71536696,33585344,71413432,60663100,49568988,65109112,81744248,36687156,64430520,62061712,50902948,72018496,78255608,19779024,56470760,45421736,39893716,69009840,77721168,23308968,50141048,71650424,42686552,60380824,74853192,24731606,50271984,76254256,31729936,75293776,103253040,25792772,50960328,79190160,43042944,90476576,100863640,26984108,80051936,94960216,62359864,114666544,84118536,27530564,98964592,85400512,58302752,103146432,106889208
"443","LP_27026","PC 38:5",808.5818416,NA,NA,"[M+H]+",NA,"C46H82NO8P","807.577807","Phosphatidylcholine","16:0/22:5",13000422,22137260,22671144,17483620,15710044,22722420,13884606,21490680,17764072,18579296,25585336,28044568,13141684,27574392,35842280,26648628,27897016,37024776,14063124,25790760,33473912,23493716,30929784,36076216,9386552,32258224,25394344,17038684,38813504,40134136,12938796,28708260,36840328,22233232,32511352,38656560,19505064,31415500,40458408,37757488,41655968,43546000,16405556,24452056,44202848,31053004,40644440,41968952,17587428,47127144,42582600,41185856,51260008,42640340,18512260,42059504,45679648,30542664,48084632,48175608
"444","LP_27027","PC 38:5",808.5825026,NA,NA,"[M+H]+",NA,"C46H82NO8P","807.577807","Phosphatidylcholine","18:1/20:4",72781776,117056696,154086911,96110200,90982120,137360640,73144816,105763984,113615272,110839864,135624752,157869904,75244736,117927616,158492432,148992896,151065168,141113136,91666560,112165752,162517696,129276832,139414432,165477375,55313132,115179488,105488784,94317472,131645296,130517936,61670344,119085920,131773776,108679272,102138896,117578016,50672488,54429536,82089552,65583904,67984680,76684288,47383860,49618536,88659072,57649448,81860688,78686144,30337372,51900288,62635520,60188904,64947656,51841736,29728060,56347856,68156376,56238136,61268552,63188600
"445","LP_27028","PC 38:5",808.5827333,NA,NA,"[M+H]+",NA,"C46H82NO8P","807.577807","Phosphatidylcholine","18:0/20:5 | 18:1/20:4",8689124,19893720,8855240,6279896,6830068,19396848,7264516,17312928,7399040,4186832,20784016,6451224,4093538,41593792,19509552,9917608,18723904,36135440,9995012,34869576,29136088,17172656,26977448,26799088,2330668,29370424,12431144,8419512,30687544,53459688,2716082,33172488,46618456,18226376,34954448,45839864,17217152,43889304,70349224,34240496,49694528,54149792,14068452,42032528,78043824,42105080,37953480,70091344,31512840,49978936,66785864,51311296,47870584,37539496,29770812,52860264,70031000,70358144,55120440,69990904
"446","LP_27084","TAG 47:1",808.7368146,NA,NA,"[M+NH4]+",NA,"C50H94O6","790.70504","Triacylglyceride","15:0/16:0/16:1 | 14:0/15:0/18:1 | 15:0/15:0/17:1 | 14:0/16:0/17:1 | 14:0/16:1/17:0 | 15:1/16:0/16:0 | 14:0/15:1/18:0 | 13:0/16:0/18:1 | 15:0/15:1/17:0 | 13:0/17:0/17:1 | 12:0/17:0/18:1 | 13:0/16:1/18:0",3395324,3146158,3799878,4070774,3437580,5526054,2942537,3054723,3324728,4728996,4684570,5767504,3280222,4604098,4552502,6270232,5675300,7525684,2992256,4708282,4305634,6216168,5472370,6755128,2115339,3758109,3366444,5655678,5460242,6961491,2626724,4120327,5040482,6755410,5059473,6258680,2420360,2735999,3495588,4576332,2841752,4316962,2648096,2390946,4503196,5508464,4021877,4376915,1961576,1640171,2384574,3680161,2759109,2687970,2126058,1923551,2655649,3628680,2432082,3321304
"447","LP_27237","PC 38:4",810.5981874,NA,NA,"[M+H]+",NA,"C46H84NO8P","809.593457","Phosphatidylcholine","18:0/20:4",197857760,297303169,356291840,221048784,208532913,319344703,190934160,269567104,271720192,263199088,304666945,318242175,207591760,360341247,390604224,344767872,317456833,375841473,261164912,333519039,388275200,339804032,330458368,372608191,158055663,328778047,276570239,253534705,368811201,421289024,166162496,344651521,429071168,302827136,287648896,347266624,195990192,266358624,380244223,266657697,308171520,321080000,196863440,226208848,386065793,304077313,293082432,348750465,154607056,234859791,294575489,255038016,250989263,210260624,157246416,246316047,305004479,281340672,254732049,319732864
"448","LP_27257","GlcCer(d18:1/24:1)",810.6803727,NA,NA,"[M+H]+",NA,"C48H91NO8","809.674469","Ceramide",NA,5255870,6683260,7925012,6118207,6339951,7490786,5772132,6563255,4686607,5820954,8178344,9004416,4734660,5231179,6784156,6424094,6699352,8758510,5434119,5262030,8183900,5362504,6395817,7955071,2895647,5679116,4991267,3825090,8713370,10022913,3300919,6680146,7049259,4256742,6927802,7942582,4085041,3343842,5279750,5834318,5570542,5652430,3475548,3548144,6273152,5353816,4884443,7324025,4253138,3274816,5585914,4994942,4929550,2640074,3543250,3768916,4781323,7000345,5113976,7511669
"449","LP_27284","TAG 47:0",810.7520765,NA,NA,"[M+NH4]+",NA,"C50H96O6","792.72069","Triacylglyceride","15:0/16:0/16:0 | 14:0/16:0/17:0 | 15:0/15:0/17:0 | 14:0/15:0/18:0 | 13:0/16:0/18:0 | 13:0/17:0/17:0",5948470,4486655,4931159,5566590,6054600,7489308,5321235,4651126,4932120,6585200,6835161,6071539,5126228,6033249,5521409,6117244,5931936,5831122,5056944,5977873,6623981,6112863,5572644,6337759,3864624,4319246,4343984,5492726,5683050,9509561,4051240,5812292,6399975,6829758,6233513,5616006,4466456,4853168,5046294,5284799,6399084,6494908,4286982,4176816,6212488,7675505,6113589,6310956,3953596,4177873,5051308,5369391,5732758,5317060,3654346,4834646,4459519,6867686,4625362,7322136
"450","LP_27398","PE 42:10",812.5197505,NA,NA,"[M+H]+",NA,"C47H74NO8P","811.515207","Phosphatidylethanolamine","20:4/22:6",365338,794476,1030960,481091,549846,696162,399308,527992,542060,519484,702586,985057,428824,655636,979889,735491,772674,884580,414843,559411,919990,435837,787366,987254,241674,735751,727592,448122,1123376,1208802,213481,587156,725494,335292,611538,798821,313352,579412,1056999,695227,757619,1129112,219106,486910,916000,440577,880003,934814,341003,455010,1075519,723780,1187275,336844,231613,797432,871514,629733,891012,926398
