"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"2421",25999,"hsa-miR-6778-5p","hsa-mir-6778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2424",26002,"hsa-miR-6779-3p","hsa-mir-6779",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2423",26001,"hsa-miR-6779-5p","hsa-mir-6779",0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0
"2426",26004,"hsa-miR-6780a-3p","hsa-mir-6780a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2425",26003,"hsa-miR-6780a-5p","hsa-mir-6780a",1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0
"2428",26006,"hsa-miR-6780b-3p","hsa-mir-6780b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2427",26005,"hsa-miR-6780b-5p","hsa-mir-6780b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2430",26008,"hsa-miR-6781-3p","hsa-mir-6781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2429",26007,"hsa-miR-6781-5p","hsa-mir-6781",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2432",26010,"hsa-miR-6782-3p","hsa-mir-6782",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,2,1,0,0,0
"2431",26009,"hsa-miR-6782-5p","hsa-mir-6782",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434",26012,"hsa-miR-6783-3p","hsa-mir-6783",1,1,1,1,1,0,1,0,3,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1
"2433",26011,"hsa-miR-6783-5p","hsa-mir-6783",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0
"2436",26014,"hsa-miR-6784-3p","hsa-mir-6784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2435",26013,"hsa-miR-6784-5p","hsa-mir-6784",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2438",26016,"hsa-miR-6785-3p","hsa-mir-6785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2437",26015,"hsa-miR-6785-5p","hsa-mir-6785",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2440",26018,"hsa-miR-6786-3p","hsa-mir-6786",0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,2,0,0,2,0
"2439",26017,"hsa-miR-6786-5p","hsa-mir-6786",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2442",26020,"hsa-miR-6787-3p","hsa-mir-6787",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"2441",26019,"hsa-miR-6787-5p","hsa-mir-6787",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2444",26022,"hsa-miR-6788-3p","hsa-mir-6788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2443",26021,"hsa-miR-6788-5p","hsa-mir-6788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2446",26024,"hsa-miR-6789-3p","hsa-mir-6789",0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2445",26023,"hsa-miR-6789-5p","hsa-mir-6789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2448",26026,"hsa-miR-6790-3p","hsa-mir-6790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2447",26025,"hsa-miR-6790-5p","hsa-mir-6790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450",26028,"hsa-miR-6791-3p","hsa-mir-6791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2449",26027,"hsa-miR-6791-5p","hsa-mir-6791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2452",26030,"hsa-miR-6792-3p","hsa-mir-6792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2451",26029,"hsa-miR-6792-5p","hsa-mir-6792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2454",26032,"hsa-miR-6793-3p","hsa-mir-6793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2453",26031,"hsa-miR-6793-5p","hsa-mir-6793",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2456",26034,"hsa-miR-6794-3p","hsa-mir-6794",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"2455",26033,"hsa-miR-6794-5p","hsa-mir-6794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2458",26036,"hsa-miR-6795-3p","hsa-mir-6795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2457",26035,"hsa-miR-6795-5p","hsa-mir-6795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2460",26038,"hsa-miR-6796-3p","hsa-mir-6796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2459",26037,"hsa-miR-6796-5p","hsa-mir-6796",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2462",26040,"hsa-miR-6797-3p","hsa-mir-6797",0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,1,2,0,2
"2461",26039,"hsa-miR-6797-5p","hsa-mir-6797",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"2464",26042,"hsa-miR-6798-3p","hsa-mir-6798",0,0,0,0,0,1,2,0,1,1,1,0,1,1,1,0,0,1,1,2,0,0,2,0
"2463",26041,"hsa-miR-6798-5p","hsa-mir-6798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2466",26044,"hsa-miR-6799-3p","hsa-mir-6799",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"2465",26043,"hsa-miR-6799-5p","hsa-mir-6799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2468",26046,"hsa-miR-6800-3p","hsa-mir-6800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2467",26045,"hsa-miR-6800-5p","hsa-mir-6800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2470",26048,"hsa-miR-6801-3p","hsa-mir-6801",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2469",26047,"hsa-miR-6801-5p","hsa-mir-6801",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2472",26050,"hsa-miR-6802-3p","hsa-mir-6802",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2471",26049,"hsa-miR-6802-5p","hsa-mir-6802",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2474",26052,"hsa-miR-6803-3p","hsa-mir-6803",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
"2473",26051,"hsa-miR-6803-5p","hsa-mir-6803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2476",26054,"hsa-miR-6804-3p","hsa-mir-6804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2475",26053,"hsa-miR-6804-5p","hsa-mir-6804",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"2478",26056,"hsa-miR-6805-3p","hsa-mir-6805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2477",26055,"hsa-miR-6805-5p","hsa-mir-6805",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2480",26058,"hsa-miR-6806-3p","hsa-mir-6806",0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
"2479",26057,"hsa-miR-6806-5p","hsa-mir-6806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2482",26060,"hsa-miR-6807-3p","hsa-mir-6807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2481",26059,"hsa-miR-6807-5p","hsa-mir-6807",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2484",26062,"hsa-miR-6808-3p","hsa-mir-6808",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2483",26061,"hsa-miR-6808-5p","hsa-mir-6808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486",26064,"hsa-miR-6809-3p","hsa-mir-6809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2485",26063,"hsa-miR-6809-5p","hsa-mir-6809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2488",26066,"hsa-miR-6810-3p","hsa-mir-6810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2487",26065,"hsa-miR-6810-5p","hsa-mir-6810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2490",26068,"hsa-miR-6811-3p","hsa-mir-6811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2489",26067,"hsa-miR-6811-5p","hsa-mir-6811",0,2,0,0,0,4,0,1,2,0,1,0,0,1,1,0,0,1,1,2,1,0,0,1
"2492",26070,"hsa-miR-6812-3p","hsa-mir-6812",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2491",26069,"hsa-miR-6812-5p","hsa-mir-6812",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"2494",26072,"hsa-miR-6813-3p","hsa-mir-6813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2493",26071,"hsa-miR-6813-5p","hsa-mir-6813",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2496",26074,"hsa-miR-6814-3p","hsa-mir-6814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2495",26073,"hsa-miR-6814-5p","hsa-mir-6814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2498",26076,"hsa-miR-6815-3p","hsa-mir-6815",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2497",26075,"hsa-miR-6815-5p","hsa-mir-6815",1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,1,0,0,0,1,0
"2500",26078,"hsa-miR-6816-3p","hsa-mir-6816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2499",26077,"hsa-miR-6816-5p","hsa-mir-6816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2502",26080,"hsa-miR-6817-3p","hsa-mir-6817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2501",26079,"hsa-miR-6817-5p","hsa-mir-6817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2504",26082,"hsa-miR-6818-3p","hsa-mir-6818",0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"2503",26081,"hsa-miR-6818-5p","hsa-mir-6818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2506",26084,"hsa-miR-6819-3p","hsa-mir-6819",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2505",26083,"hsa-miR-6819-5p","hsa-mir-6819",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2508",26086,"hsa-miR-6820-3p","hsa-mir-6820",1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
"2507",26085,"hsa-miR-6820-5p","hsa-mir-6820",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"2510",26088,"hsa-miR-6821-3p","hsa-mir-6821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2509",26087,"hsa-miR-6821-5p","hsa-mir-6821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2512",26090,"hsa-miR-6822-3p","hsa-mir-6822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2511",26089,"hsa-miR-6822-5p","hsa-mir-6822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2514",26092,"hsa-miR-6823-3p","hsa-mir-6823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2513",26091,"hsa-miR-6823-5p","hsa-mir-6823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2516",26094,"hsa-miR-6824-3p","hsa-mir-6824",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2515",26093,"hsa-miR-6824-5p","hsa-mir-6824",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"2518",26096,"hsa-miR-6825-3p","hsa-mir-6825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2517",26095,"hsa-miR-6825-5p","hsa-mir-6825",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"2520",26098,"hsa-miR-6826-3p","hsa-mir-6826",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2519",26097,"hsa-miR-6826-5p","hsa-mir-6826",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2522",26100,"hsa-miR-6827-3p","hsa-mir-6827",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2521",26099,"hsa-miR-6827-5p","hsa-mir-6827",2,2,0,2,2,3,1,0,2,1,1,1,0,2,3,0,2,2,0,0,2,1,2,0
"2524",26102,"hsa-miR-6828-3p","hsa-mir-6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2523",26101,"hsa-miR-6828-5p","hsa-mir-6828",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2526",26104,"hsa-miR-6829-3p","hsa-mir-6829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525",26103,"hsa-miR-6829-5p","hsa-mir-6829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2528",26106,"hsa-miR-6830-3p","hsa-mir-6830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2527",26105,"hsa-miR-6830-5p","hsa-mir-6830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2530",26108,"hsa-miR-6831-3p","hsa-mir-6831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2529",26107,"hsa-miR-6831-5p","hsa-mir-6831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2532",26110,"hsa-miR-6832-3p","hsa-mir-6832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2531",26109,"hsa-miR-6832-5p","hsa-mir-6832",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2534",26112,"hsa-miR-6833-3p","hsa-mir-6833",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2533",26111,"hsa-miR-6833-5p","hsa-mir-6833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2536",26114,"hsa-miR-6834-3p","hsa-mir-6834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2535",26113,"hsa-miR-6834-5p","hsa-mir-6834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2538",26116,"hsa-miR-6835-3p","hsa-mir-6835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2537",26115,"hsa-miR-6835-5p","hsa-mir-6835",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"2540",26118,"hsa-miR-6836-3p","hsa-mir-6836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2539",26117,"hsa-miR-6836-5p","hsa-mir-6836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2542",26120,"hsa-miR-6837-3p","hsa-mir-6837",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"2541",26119,"hsa-miR-6837-5p","hsa-mir-6837",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2544",26122,"hsa-miR-6838-3p","hsa-mir-6838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2543",26121,"hsa-miR-6838-5p","hsa-mir-6838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2546",26124,"hsa-miR-6839-3p","hsa-mir-6839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2545",26123,"hsa-miR-6839-5p","hsa-mir-6839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2548",26126,"hsa-miR-6840-3p","hsa-mir-6840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2547",26125,"hsa-miR-6840-5p","hsa-mir-6840",0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,2,1,0,1,0
"2550",26128,"hsa-miR-6841-3p","hsa-mir-6841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2549",26127,"hsa-miR-6841-5p","hsa-mir-6841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2552",26130,"hsa-miR-6842-3p","hsa-mir-6842",5,2,8,8,1,7,4,4,5,6,6,9,7,2,5,9,7,12,9,7,8,12,11,11
"2551",26129,"hsa-miR-6842-5p","hsa-mir-6842",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2553",26131,"hsa-miR-6843-3p","hsa-mir-6843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2554",26132,"hsa-miR-6844","hsa-mir-6844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2556",26134,"hsa-miR-6845-3p","hsa-mir-6845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2555",26133,"hsa-miR-6845-5p","hsa-mir-6845",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"2558",26136,"hsa-miR-6846-3p","hsa-mir-6846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2557",26135,"hsa-miR-6846-5p","hsa-mir-6846",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2560",26138,"hsa-miR-6847-3p","hsa-mir-6847",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0
"2559",26137,"hsa-miR-6847-5p","hsa-mir-6847",0,0,3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"2562",26140,"hsa-miR-6848-3p","hsa-mir-6848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2561",26139,"hsa-miR-6848-5p","hsa-mir-6848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564",26142,"hsa-miR-6849-3p","hsa-mir-6849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2563",26141,"hsa-miR-6849-5p","hsa-mir-6849",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2566",26144,"hsa-miR-6850-3p","hsa-mir-6850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2565",26143,"hsa-miR-6850-5p","hsa-mir-6850",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2568",26146,"hsa-miR-6851-3p","hsa-mir-6851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2567",26145,"hsa-miR-6851-5p","hsa-mir-6851",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2570",26148,"hsa-miR-6852-3p","hsa-mir-6852",0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"2569",26147,"hsa-miR-6852-5p","hsa-mir-6852",1,1,5,3,1,8,3,5,3,5,1,3,1,5,0,1,5,2,2,1,3,3,5,2
"2572",26150,"hsa-miR-6853-3p","hsa-mir-6853",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2571",26149,"hsa-miR-6853-5p","hsa-mir-6853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2574",26152,"hsa-miR-6854-3p","hsa-mir-6854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573",26151,"hsa-miR-6854-5p","hsa-mir-6854",1,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1
"2576",26154,"hsa-miR-6855-3p","hsa-mir-6855",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2575",26153,"hsa-miR-6855-5p","hsa-mir-6855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2578",26156,"hsa-miR-6856-3p","hsa-mir-6856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577",26155,"hsa-miR-6856-5p","hsa-mir-6856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580",26158,"hsa-miR-6857-3p","hsa-mir-6857",1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0
"2579",26157,"hsa-miR-6857-5p","hsa-mir-6857",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582",26160,"hsa-miR-6858-3p","hsa-mir-6858",0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2581",26159,"hsa-miR-6858-5p","hsa-mir-6858",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2584",26162,"hsa-miR-6859-3p","hsa-mir-6859-1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",26161,"hsa-miR-6859-5p","hsa-mir-6859-1",0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0
"2591",26169,"hsa-miR-6860","hsa-mir-6860",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2593",26171,"hsa-miR-6861-3p","hsa-mir-6861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2592",26170,"hsa-miR-6861-5p","hsa-mir-6861",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2595",26173,"hsa-miR-6862-3p","hsa-mir-6862-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2594",26172,"hsa-miR-6862-5p","hsa-mir-6862-1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"2598",26176,"hsa-miR-6863","hsa-mir-6863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600",26178,"hsa-miR-6864-3p","hsa-mir-6864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2599",26177,"hsa-miR-6864-5p","hsa-mir-6864",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2602",26180,"hsa-miR-6865-3p","hsa-mir-6865",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2601",26179,"hsa-miR-6865-5p","hsa-mir-6865",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2604",26182,"hsa-miR-6866-3p","hsa-mir-6866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2603",26181,"hsa-miR-6866-5p","hsa-mir-6866",1,1,3,1,1,4,0,1,3,1,1,2,0,0,0,4,2,2,0,1,2,3,3,0
