"","X","X.miRNA","precursor","D8R1","D8R2","D8R3","M8R1","M8R2","M8R3","T8R1","T8R2","T8R3","TM8R1","TM8R2","TM8R3","D24R1","D24R2","D24R3","M24R1","M24R2","M24R3","T24R1","T24R2","T24R3","TM24R1","TM24R2","TM24R3"
"1451",25029,"hsa-miR-4693-3p","hsa-mir-4693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1450",25028,"hsa-miR-4693-5p","hsa-mir-4693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1453",25031,"hsa-miR-4694-3p","hsa-mir-4694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1452",25030,"hsa-miR-4694-5p","hsa-mir-4694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1455",25033,"hsa-miR-4695-3p","hsa-mir-4695",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1454",25032,"hsa-miR-4695-5p","hsa-mir-4695",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1456",25034,"hsa-miR-4696","hsa-mir-4696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1458",25036,"hsa-miR-4697-3p","hsa-mir-4697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1457",25035,"hsa-miR-4697-5p","hsa-mir-4697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459",25037,"hsa-miR-4698","hsa-mir-4698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1461",25039,"hsa-miR-4699-3p","hsa-mir-4699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1460",25038,"hsa-miR-4699-5p","hsa-mir-4699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1463",25041,"hsa-miR-4700-3p","hsa-mir-4700",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1462",25040,"hsa-miR-4700-5p","hsa-mir-4700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"1465",25043,"hsa-miR-4701-3p","hsa-mir-4701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1464",25042,"hsa-miR-4701-5p","hsa-mir-4701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1467",25045,"hsa-miR-4703-3p","hsa-mir-4703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1466",25044,"hsa-miR-4703-5p","hsa-mir-4703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469",25047,"hsa-miR-4704-3p","hsa-mir-4704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1468",25046,"hsa-miR-4704-5p","hsa-mir-4704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1470",25048,"hsa-miR-4705","hsa-mir-4705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1471",25049,"hsa-miR-4706","hsa-mir-4706",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1473",25051,"hsa-miR-4707-3p","hsa-mir-4707",2,0,4,1,0,1,0,0,1,2,0,0,2,0,0,1,0,1,0,2,0,0,0,1
"1472",25050,"hsa-miR-4707-5p","hsa-mir-4707",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1475",25053,"hsa-miR-4708-3p","hsa-mir-4708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1474",25052,"hsa-miR-4708-5p","hsa-mir-4708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1477",25055,"hsa-miR-4709-3p","hsa-mir-4709",0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1476",25054,"hsa-miR-4709-5p","hsa-mir-4709",1,0,0,1,1,2,1,2,1,0,0,1,0,3,4,0,1,0,0,0,3,1,1,0
"1478",25056,"hsa-miR-4710","hsa-mir-4710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480",25058,"hsa-miR-4711-3p","hsa-mir-4711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479",25057,"hsa-miR-4711-5p","hsa-mir-4711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1482",25060,"hsa-miR-4712-3p","hsa-mir-4712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481",25059,"hsa-miR-4712-5p","hsa-mir-4712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1484",25062,"hsa-miR-4713-3p","hsa-mir-4713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483",25061,"hsa-miR-4713-5p","hsa-mir-4713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486",25064,"hsa-miR-4714-3p","hsa-mir-4714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1485",25063,"hsa-miR-4714-5p","hsa-mir-4714",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1488",25066,"hsa-miR-4715-3p","hsa-mir-4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1487",25065,"hsa-miR-4715-5p","hsa-mir-4715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1490",25068,"hsa-miR-4716-3p","hsa-mir-4716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489",25067,"hsa-miR-4716-5p","hsa-mir-4716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492",25070,"hsa-miR-4717-3p","hsa-mir-4717",0,2,3,0,2,2,2,0,4,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0
"1491",25069,"hsa-miR-4717-5p","hsa-mir-4717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493",25071,"hsa-miR-4718","hsa-mir-4718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494",25072,"hsa-miR-4719","hsa-mir-4719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496",25074,"hsa-miR-4720-3p","hsa-mir-4720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495",25073,"hsa-miR-4720-5p","hsa-mir-4720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497",25075,"hsa-miR-4721","hsa-mir-4721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499",25077,"hsa-miR-4722-3p","hsa-mir-4722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498",25076,"hsa-miR-4722-5p","hsa-mir-4722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501",25079,"hsa-miR-4723-3p","hsa-mir-4723",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500",25078,"hsa-miR-4723-5p","hsa-mir-4723",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1503",25081,"hsa-miR-4724-3p","hsa-mir-4724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502",25080,"hsa-miR-4724-5p","hsa-mir-4724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505",25083,"hsa-miR-4725-3p","hsa-mir-4725",0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"1504",25082,"hsa-miR-4725-5p","hsa-mir-4725",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507",25085,"hsa-miR-4726-3p","hsa-mir-4726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1506",25084,"hsa-miR-4726-5p","hsa-mir-4726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1509",25087,"hsa-miR-4727-3p","hsa-mir-4727",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1508",25086,"hsa-miR-4727-5p","hsa-mir-4727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511",25089,"hsa-miR-4728-3p","hsa-mir-4728",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1510",25088,"hsa-miR-4728-5p","hsa-mir-4728",0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"1512",25090,"hsa-miR-4729","hsa-mir-4729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1513",25091,"hsa-miR-4730","hsa-mir-4730",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1515",25093,"hsa-miR-4731-3p","hsa-mir-4731",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1514",25092,"hsa-miR-4731-5p","hsa-mir-4731",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1517",25095,"hsa-miR-4732-3p","hsa-mir-4732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516",25094,"hsa-miR-4732-5p","hsa-mir-4732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519",25097,"hsa-miR-4733-3p","hsa-mir-4733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1518",25096,"hsa-miR-4733-5p","hsa-mir-4733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520",25098,"hsa-miR-4734","hsa-mir-4734",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1522",25100,"hsa-miR-4735-3p","hsa-mir-4735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1521",25099,"hsa-miR-4735-5p","hsa-mir-4735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523",25101,"hsa-miR-4736","hsa-mir-4736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524",25102,"hsa-miR-4737","hsa-mir-4737",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1526",25104,"hsa-miR-4738-3p","hsa-mir-4738",0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
"1525",25103,"hsa-miR-4738-5p","hsa-mir-4738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527",25105,"hsa-miR-4739","hsa-mir-4739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1529",25107,"hsa-miR-4740-3p","hsa-mir-4740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528",25106,"hsa-miR-4740-5p","hsa-mir-4740",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"1530",25108,"hsa-miR-4741","hsa-mir-4741",7,1,7,5,1,5,7,3,4,11,2,7,1,3,5,3,8,3,4,4,1,3,7,3
"1532",25110,"hsa-miR-4742-3p","hsa-mir-4742",0,0,1,0,1,0,2,0,2,0,1,1,0,2,1,2,0,0,1,1,0,0,3,2
"1531",25109,"hsa-miR-4742-5p","hsa-mir-4742",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"1534",25112,"hsa-miR-4743-3p","hsa-mir-4743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533",25111,"hsa-miR-4743-5p","hsa-mir-4743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"1535",25113,"hsa-miR-4744","hsa-mir-4744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1537",25115,"hsa-miR-4745-3p","hsa-mir-4745",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536",25114,"hsa-miR-4745-5p","hsa-mir-4745",0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0
"1539",25117,"hsa-miR-4746-3p","hsa-mir-4746",0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1538",25116,"hsa-miR-4746-5p","hsa-mir-4746",28,42,89,45,27,135,65,20,55,42,33,55,27,55,68,40,102,53,58,67,42,56,83,50
"1541",25119,"hsa-miR-4747-3p","hsa-mir-4747",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1540",25118,"hsa-miR-4747-5p","hsa-mir-4747",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1542",25120,"hsa-miR-4748","hsa-mir-4748",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0
"1544",25122,"hsa-miR-4749-3p","hsa-mir-4749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",25121,"hsa-miR-4749-5p","hsa-mir-4749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546",25124,"hsa-miR-4750-3p","hsa-mir-4750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",25123,"hsa-miR-4750-5p","hsa-mir-4750",0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,1
"1547",25125,"hsa-miR-4751","hsa-mir-4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1548",25126,"hsa-miR-4752","hsa-mir-4752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550",25128,"hsa-miR-4753-3p","hsa-mir-4753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1549",25127,"hsa-miR-4753-5p","hsa-mir-4753",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"1551",25129,"hsa-miR-4754","hsa-mir-4754",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1553",25131,"hsa-miR-4755-3p","hsa-mir-4755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1552",25130,"hsa-miR-4755-5p","hsa-mir-4755",0,1,3,3,0,1,4,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,1,0
"1555",25133,"hsa-miR-4756-3p","hsa-mir-4756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554",25132,"hsa-miR-4756-5p","hsa-mir-4756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557",25135,"hsa-miR-4757-3p","hsa-mir-4757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1556",25134,"hsa-miR-4757-5p","hsa-mir-4757",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559",25137,"hsa-miR-4758-3p","hsa-mir-4758",1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0
"1558",25136,"hsa-miR-4758-5p","hsa-mir-4758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560",25138,"hsa-miR-4759","hsa-mir-4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562",25140,"hsa-miR-4760-3p","hsa-mir-4760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561",25139,"hsa-miR-4760-5p","hsa-mir-4760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564",25142,"hsa-miR-4761-3p","hsa-mir-4761",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1563",25141,"hsa-miR-4761-5p","hsa-mir-4761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566",25144,"hsa-miR-4762-3p","hsa-mir-4762",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",25143,"hsa-miR-4762-5p","hsa-mir-4762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568",25146,"hsa-miR-4763-3p","hsa-mir-4763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1567",25145,"hsa-miR-4763-5p","hsa-mir-4763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1570",25148,"hsa-miR-4764-3p","hsa-mir-4764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1569",25147,"hsa-miR-4764-5p","hsa-mir-4764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1571",25149,"hsa-miR-4765","hsa-mir-4765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1573",25151,"hsa-miR-4766-3p","hsa-mir-4766",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1572",25150,"hsa-miR-4766-5p","hsa-mir-4766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1574",25152,"hsa-miR-4767","hsa-mir-4767",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1576",25154,"hsa-miR-4768-3p","hsa-mir-4768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1575",25153,"hsa-miR-4768-5p","hsa-mir-4768",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"1578",25156,"hsa-miR-4769-3p","hsa-mir-4769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"1577",25155,"hsa-miR-4769-5p","hsa-mir-4769",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1579",25157,"hsa-miR-4770","hsa-mir-4770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580",25158,"hsa-miR-4771","hsa-mir-4771-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583",25161,"hsa-miR-4772-3p","hsa-mir-4772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1582",25160,"hsa-miR-4772-5p","hsa-mir-4772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584",25162,"hsa-miR-4773","hsa-mir-4773-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1587",25165,"hsa-miR-4774-3p","hsa-mir-4774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1586",25164,"hsa-miR-4774-5p","hsa-mir-4774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588",25166,"hsa-miR-4775","hsa-mir-4775",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0
"1590",25168,"hsa-miR-4776-3p","hsa-mir-4776-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589",25167,"hsa-miR-4776-5p","hsa-mir-4776-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1594",25172,"hsa-miR-4777-3p","hsa-mir-4777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1593",25171,"hsa-miR-4777-5p","hsa-mir-4777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1596",25174,"hsa-miR-4778-3p","hsa-mir-4778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1595",25173,"hsa-miR-4778-5p","hsa-mir-4778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1597",25175,"hsa-miR-4779","hsa-mir-4779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598",25176,"hsa-miR-4780","hsa-mir-4780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600",25178,"hsa-miR-4781-3p","hsa-mir-4781",1,0,2,0,1,1,0,0,1,0,0,3,0,0,1,1,1,0,0,1,0,2,1,0
"1599",25177,"hsa-miR-4781-5p","hsa-mir-4781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1602",25180,"hsa-miR-4782-3p","hsa-mir-4782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1601",25179,"hsa-miR-4782-5p","hsa-mir-4782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1604",25182,"hsa-miR-4783-3p","hsa-mir-4783",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1603",25181,"hsa-miR-4783-5p","hsa-mir-4783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605",25183,"hsa-miR-4784","hsa-mir-4784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606",25184,"hsa-miR-4785","hsa-mir-4785",0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,1
"1608",25186,"hsa-miR-4786-3p","hsa-mir-4786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1607",25185,"hsa-miR-4786-5p","hsa-mir-4786",0,0,1,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"1610",25188,"hsa-miR-4787-3p","hsa-mir-4787",3,0,0,2,0,3,1,1,1,0,0,2,0,0,1,3,0,2,1,2,3,2,3,2
"1609",25187,"hsa-miR-4787-5p","hsa-mir-4787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1611",25189,"hsa-miR-4788","hsa-mir-4788",1,0,0,0,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0
"1613",25191,"hsa-miR-4789-3p","hsa-mir-4789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1612",25190,"hsa-miR-4789-5p","hsa-mir-4789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1615",25193,"hsa-miR-4790-3p","hsa-mir-4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1614",25192,"hsa-miR-4790-5p","hsa-mir-4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1616",25194,"hsa-miR-4791","hsa-mir-4791",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1618",25196,"hsa-miR-4793-3p","hsa-mir-4793",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,2,1
"1617",25195,"hsa-miR-4793-5p","hsa-mir-4793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1619",25197,"hsa-miR-4794","hsa-mir-4794",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1621",25199,"hsa-miR-4795-3p","hsa-mir-4795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1620",25198,"hsa-miR-4795-5p","hsa-mir-4795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1623",25201,"hsa-miR-4796-3p","hsa-mir-4796",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1622",25200,"hsa-miR-4796-5p","hsa-mir-4796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1625",25203,"hsa-miR-4797-3p","hsa-mir-4797",0,1,2,2,0,6,2,0,3,1,0,1,3,2,2,1,1,4,2,2,0,2,1,1
"1624",25202,"hsa-miR-4797-5p","hsa-mir-4797",0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0
"1627",25205,"hsa-miR-4798-3p","hsa-mir-4798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1626",25204,"hsa-miR-4798-5p","hsa-mir-4798",2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1
"1629",25207,"hsa-miR-4799-3p","hsa-mir-4799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1628",25206,"hsa-miR-4799-5p","hsa-mir-4799",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
