R2_06D	R3_06D	R4_06D	R5_06D	R6_06D	R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12D	R3_12D	R4_12D	R5_12D	R6_12D	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24D	R3_24D	R4_24D	R5_24D	R6_24D	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48D	R3_48D	R4_48D	R5_48D	R6_48D	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72D	R3_72D	R4_72D	R5_72D	R6_72D	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_003051	624017.526400816	675069.832171942	491549.311557228	466696.005705894	455169.311471969	591443.769231591	522348.236999005	486948.817697242	498211.607469323	608995.741928981	555965.169031929	613947.635229419	544169.919547964	554772.008530579	597861.004919736	516151.183203055	559732.063549605	436018.704416357	568509.113977185	633464.426288474	705453.077829203	624887.853632794	496450.465314933	670022.620117192	610184.925717265	540978.468053217	576887.761821153	436682.742184179	549965.123115986	650883.316659432	823287.760643215	958067.531070489	641916.443818553	664267.51114078	974413.619608282	818211.553710372	879664.188807623	579052.991599348	903387.68026839	877527.958971505	858841.757713931	1042411.17190961	946016.134325248	1286056.26925411	955395.898072974	1221219.55663425	896571.993710651	799655.067630276	1121215.54200757	1041425.9320381
LP_003128	310687.562332738	270178.57882861	219496.300154917	167002.581523669	177459.929780875	297482.606390993	270420.541702831	216877.786718381	174230.046416001	176263.7501766	264314.143734792	230758.033128295	196801.192008508	207504.651838025	214190.140327691	260464.263464972	214750.046600771	161327.073402251	182838.066663549	210839.342558758	377056.638076273	285953.789755906	189521.383800077	293822.699532989	244325.852684831	248095.117633405	276804.908050513	166634.7004267	203876.542751213	254791.802217964	513586.880163438	607338.136134206	376046.258234472	431136.310576225	599201.94223473	624287.296257369	538624.965491192	276947.773058937	556158.144136803	498834.457603926	637934.943954539	705064.762955493	638226.949627057	816971.144213799	650346.688008501	863403.096347863	733075.968999778	499966.953928813	812557.030991543	671119.439583051
LP_003150	167769.263476689	170637.079676441	112965.191014538	118357.601379883	108178.8196231	162691.880042791	139983.553415806	114149.63050429	123787.641416986	147767.58785454	172744.862896328	146257.395668057	118431.568225749	145993.811468804	153302.597002544	156163.896033096	147128.633256519	98668.0159170059	157913.127474659	150174.618017959	194649.942796307	179113.9522364	118099.42564016	185724.020995745	158378.18637342	155690.066604365	161536.012981853	91371.6308084579	152494.900001933	194767.318437516	247148.633085912	266640.245699832	195188.857929437	195804.421379843	286022.582405581	293021.413826049	272699.48581515	148065.809916697	255612.515650375	242689.317402017	247036.169758234	265554.788057711	291253.207674341	307738.856061816	297980.472542185	324259.782466236	255528.93212511	246713.236764705	299832.550404251	230644.922495879
LP_003172	14795.7080780121	15281.8009695922	8093.96023062894	11559.2583426407	13579.1081399934	15508.1060466915	13937.4146186803	9965.7547562706	12698.9037987858	15802.2616490681	19379.0499404389	20714.695848697	13209.2074010419	17717.9815302818	21817.2594484753	20636.3460000235	15399.3470161947	11990.9060507989	20353.4964380404	22892.8060000172	24343.5753873846	22476.3628792289	10963.9111160598	22404.8328234045	21915.2923973119	17977.7931223022	22217.3072475573	11729.7214991106	20281.1271990906	21427.9590281798	25907.063575369	32675.6683302623	23765.6896482235	20711.9806914454	29827.6878462057	26041.0595569075	32504.3824403955	19057.6638872739	22766.9555956296	21830.9891912548	15978.6768314723	27225.8510133742	32763.6385180739	21126.500534259	18335.347247222	22683.7871604834	28420.5470753564	26706.0994553344	17543.4174487717	15235.0268404819
LP_003249	17743.2322994111	16245.1501444122	8068.2346485531	14802.3492721859	14022.3021285104	18314.2401904271	13808.8266292829	11038.8252611581	13556.6765920095	15425.7047899881	22911.7117788858	17150.5096025202	10749.4786157181	23490.2919532404	22995.1239211026	17794.0382396555	17501.7615664558	11245.5044669881	21732.0366469775	21526.9212681686	22502.3619353734	20957.1870064863	11524.2960892079	27982.0970445255	26712.6544293856	14913.1894012757	18998.3948833247	12019.4941481661	20750.7760951028	23722.9557494933	34800.9065450747	40872.1629705899	26303.3515039207	26535.5351126902	45363.4670593398	31957.058015625	34257.7399010578	21641.2012698744	35852.1598705122	33686.0387452165	31930.0834922531	37976.0468009032	33175.3768419919	40726.3929525532	35110.285391099	35175.3521514523	34420.4373485836	27219.8296659579	38555.8346521295	32762.8656173364
LP_003260	94544.9366648732	101187.058756759	49631.3543846767	61319.3261084833	78468.6237640859	97232.8754318663	75027.0723628715	49917.4985632079	75919.925710335	87446.0155933287	93122.7033819526	106776.186025646	69552.112982634	96801.011239079	119760.868734349	102730.641733143	97591.6312826313	58052.1083548349	104335.749804169	123753.737370214	107478.32913789	102987.419878502	56557.7670243268	129635.048596262	130226.505674632	100217.68841604	110075.57966976	53430.2679645484	102426.331795453	136566.078125269	137349.340591379	193619.127331543	121371.0994209	148179.843199344	198207.710897151	155764.546640635	200993.996733563	100198.258542529	144166.278718603	144482.38444469	113523.194178711	159625.069929006	190668.607159712	153146.096439581	126196.276285259	121340.70746549	170104.827600973	139816.453501769	159048.509637974	141679.086856443
LP_003271	199176.890942396	193293.989100086	113444.257691629	152390.950369989	173650.651137386	208957.813104	179829.356406678	155801.608643471	169582.191369697	225694.568281748	187862.149647601	176677.964235058	124485.922334634	155762.058677819	155283.002325071	204748.811872499	155813.119853102	105436.659157982	193102.018715373	172514.677915927	153570.383244889	154836.538016476	88616.2492222049	136126.359731507	135060.189145555	134057.903139073	129789.76425314	80832.0604339723	148285.418371638	156560.199077909	90566.9406545843	57627.5288473576	96552.8556644027	80579.6115655746	57968.2439374604	109347.251218431	66823.3665031294	79102.8789404942	75538.0541337919	53744.4039618885	105541.434994447	80265.8483186137	80795.9856295143	100215.83968771	104314.764099862	121014.482692407	70273.6316763971	77479.0090203245	128433.306147869	82046.2756691511
LP_003282	2724.3691540756	5121.6067211567	2522.59946298747	3260.29079191297	2352.36384523345	2701.04179112529	2429.52115924866	3325.41374098338	2508.75809737761	2405.5788791417	2226.38350618345	2223.68562401221	2364.02021151777	2135.1081288618	1423.89759883138	2318.97431751212	2059.71070736514	1867.91050280412	2034.11950804599	1706.54616170771	2270.33754125808	3164.43526717017	2396.03292136033	2348.38504009824	1302.38563952514	2535.19655966848	2420.72638514398	1821.56603310594	2485.6493255518	1630.19733390131	3007.33267715758	2389.78760890672	3565.70599888135	3239.78660185197	2274.10336672297	2880.36075405045	1969.48907271959	2790.75894440483	3036.52427325351	2134.28905382599	2850.73587016534	2675.78453387725	3168.52400149524	3866.07214849974	2448.58919607187	3533.48314664041	2811.5519707392	2860.82286948526	2356.62812106837	2125.72619203055
LP_003326	19676.1469022952	30446.7546686663	21222.6817779715	15952.8553669951	14240.0339534136	20632.3576901262	19071.3718614978	19539.9077517434	13376.389440826	14271.941825337	15350.6010069831	16257.8133190058	14707.3616252728	14491.7875814251	10912.1466750702	14763.0422538293	16660.519103907	12891.3950668277	13220.3217378242	11667.0325950899	16823.772542378	21092.0804400948	13986.9063262872	13164.2262261514	11033.2417967542	17176.5265535199	14402.1727669618	12219.571057096	13900.7121954471	10015.6010207479	21474.1415763643	15480.3390933875	19845.9492295449	24088.5432559159	14696.4974732653	25306.2579843052	12549.3175378372	17556.9396916148	19542.4787359576	12334.8895648438	16020.4481875832	17930.5737505223	20540.5731844905	19600.8435096299	15871.3239691414	18865.2018528049	16635.9304634255	19717.2359498601	15705.1029850821	13937.2042945971
LP_003348	4702.39789655988	7394.40613097727	5107.48878714336	5342.56929253519	3322.79354843706	5275.74778087997	4578.24884017721	4929.50429453809	3546.58753434074	4216.57672005786	3132.08318873882	3631.06343681617	3905.55579488492	3696.75601795539	2602.54841084044	3407.12199451982	3401.46624480066	3346.91268849862	3263.89149997485	2007.77954871179	3633.42056787704	5365.77863816868	2867.00129241101	2693.12805098606	1667.29056925026	3352.46762483697	2609.03748606525	2649.87819452864	3159.7380972695	2482.26377438963	5123.64163853876	2948.85559469397	3888.55893271806	4248.16821822784	3788.69307812082	6208.02621988512	3328.41012510249	3925.03505271621	3466.92957581648	3420.05639776283	4150.94720965606	3816.9977979655	5462.90696968977	5433.70654031953	5023.11834020352	6454.59798303599	3771.29595003721	3760.80358715077	4795.6699679688	3313.10022181881
LP_003436	82397.9452579548	122908.202275604	81427.8287083974	83679.6735397577	63535.2304478264	90821.8615637483	77956.2103633881	85853.7727529186	63034.6930389371	81673.1456157566	64256.6230671759	70907.4296872111	66928.0970891872	69263.1477655743	52816.7333163534	65577.8413239881	68585.8750725893	52916.3981271102	68225.0934069926	66333.4619685997	71997.2663803262	86692.3531661755	59712.1355077782	63823.4532758342	60962.9695165177	69506.0581942396	67860.6649837086	53563.5485447194	59961.4655102872	62632.0149410111	89770.8784294988	82628.2457919296	75760.0730258845	99392.729238469	78227.6365449784	87525.9296211852	69458.6973001748	69653.2190607228	90565.6051443165	66240.4607124949	72440.8703144143	86995.7694226042	96487.9300683299	116680.455713634	74905.2018746132	109545.188879762	90054.6568026571	82944.0414672786	87971.1199228353	75283.0574869669
LP_003480	10082.7306137622	16349.7200434856	9457.7612026707	10606.5167067939	6201.34666970543	11128.3300534706	9977.91155961377	10841.0091244076	5790.12255338333	7569.79404762441	7021.29233521066	7582.02065382911	6803.44711626604	6122.49289304344	4917.34455547128	6448.69999373329	8226.33723043915	5836.94999504339	6404.19346112368	5902.05097455798	10325.193396956	12761.5245008094	6650.84112672462	6507.78416173269	5077.96438911282	8302.96654129656	5531.292728638	4937.9704201215	6606.91711524879	4329.9239956565	5878.39828946041	5993.78400858556	7536.09843653536	5649.95876883522	5726.81774871054	6544.88555496618	3740.23601328849	5801.65454586911	6181.02875005495	3372.5638288941	4197.43590134476	4902.62739311338	5688.12035869965	6795.47911471826	3498.21482925082	6105.50991460453	4756.52424520133	5496.12050811141	4770.99163562242	4722.51242544513
LP_003491	706.795642720142	1711.73822846143	1108.96100543765	1241.57367803689	800.483227137391	723.588282118325	896.62149983197	1073.65903107875	949.284248516397	1122.27588407427	512.950599752027	700.046827898472	713.8627404935	989.484148015257	541.572070194308	532.793564155814	687.053982139164	613.560700473454	865.563291124564	567.476021178532	540.537200705691	835.373201440222	691.947752565052	732.597500407653	579.764016395997	677.906068547408	406.915549862397	720.710247482193	1000.78654813902	560.495335086527	420.55233462155	392.289422178911	596.177699316901	960.200536405274	476.632688574681	461.022667888071	323.923424179956	660.058246176136	529.766033722426	343.653066822743	275.47719820288	338.078615587132	536.697403424023	352.432905326248	353.443809745189	258.832626177476	291.093515477549	494.206908216701	304.457059273108	287.368533010737
LP_003587	90548.2458860985	86074.3083757623	122457.99609388	159849.815857375	149902.167496828	101789.194600214	118354.829818183	132183.205469662	117466.557098176	90283.2128302474	100786.345010708	91011.7664774297	81077.0453143628	89190.2900212493	65386.2580548646	127469.15693499	133899.636918724	86501.9926918207	73760.7891969676	72873.6925761553	76246.8040037543	87794.7267664782	90418.8776113516	71989.5526307673	141265.190189519	117259.109984181	123123.579763192	100708.678841224	129511.877292372	68094.3204942933	99554.545737901	65087.9504834505	84609.2871154509	120174.542212143	85236.5815831562	91015.9866745491	67124.5719182957	156316.278828107	83770.2841566687	75731.8610855161	66022.3156397661	69705.8205880203	78532.2208905541	69132.0596111939	103329.423129145	65077.191272013	62168.9728668967	115391.620844602	70085.3802758389	101562.984381798
LP_003598	158447.687651545	204917.345620958	235249.907870484	180883.142120617	210968.685848171	167518.731496323	191396.9735648	266889.618896387	195166.030606598	253737.534735835	179127.635245825	169428.045304006	247686.184714962	209149.926936041	201153.247106012	168714.105478624	169898.483285445	240856.824288943	215844.797711445	220551.942505854	187717.375443359	183786.2923621	255439.703103363	183600.420075249	206146.064618499	150018.980895365	169948.998587305	249201.369190754	181506.547143763	213665.982438328	117861.55384901	113985.883937492	192962.030248411	105615.443174563	142602.034570876	131210.69895529	142089.262873771	199004.574644894	161758.920594138	135409.448822318	60714.9844759367	79454.5478199666	164077.349549084	101000.421561054	105322.175627757	89781.8353547515	93787.6917643083	122440.677054089	90404.2783454194	93853.8835790633
LP_003620	2704.76079394529	3753.83080864803	3635.59000122308	2442.79644500067	2914.36793778275	2290.03568362357	3951.84286424971	4517.46462419146	3158.66776992556	4505.54906128232	3286.34389156037	3305.4210100616	5526.83474719351	3399.24304629128	3188.95141530108	2703.10549370482	3427.2654202977	5449.27659436821	3273.81625224653	3812.80947877699	3658.05119513974	3709.33165672462	4758.90983919624	2861.09797291058	2850.54115632563	3176.68480284745	2370.57655111514	5476.19785514172	2589.42549643272	3658.00193110671	642.785075834041	671.94522932251	2601.89313979357	640.530818224906	921.876076385847	692.946912554755	928.651460118215	2554.55400829893	1418.58445952571	1055.50392784124	315.610290079974	468.213391474223	1151.39913778175	644.482315235626	818.06046480301	404.866287691473	443.107051719159	528.53434534653	577.844906997582	567.190459482784
LP_003719	80115.0847997716	77610.897472486	103337.480535065	227384.727372278	188869.679864124	102965.693209903	134153.009041402	89385.3579191548	137427.749571775	63880.770981911	110227.628832564	95533.432319875	56529.8656967031	84336.6554399234	55455.395801728	183582.868532132	231626.777647868	78927.5514174153	53325.5908886687	61768.9399774855	62662.0588468683	81029.1982869916	65754.9573846864	55924.6656940122	232742.025888334	220438.033289494	194560.665410716	107361.473065278	183120.395897013	52923.7412508481	117524.237149187	57552.9072204722	68766.5081068964	182340.035881322	69583.0141627773	83561.8037153358	53898.8912901387	269522.006718402	68518.532144567	78465.6006661366	80656.086259974	70001.6044466917	75052.7853978861	56618.5204729857	124530.097796106	50887.7212354831	50265.9837727738	197535.082560959	57170.531335011	139647.241095683
