R2_06D	R3_06D	R4_06D	R5_06D	R6_06D	R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12D	R3_12D	R4_12D	R5_12D	R6_12D	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24D	R3_24D	R4_24D	R5_24D	R6_24D	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48D	R3_48D	R4_48D	R5_48D	R6_48D	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72D	R3_72D	R4_72D	R5_72D	R6_72D	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_23085	17624.9558640091	16121.094816058	11876.8986800218	12376.0989929083	12781.7460824763	17184.0077889525	12400.1942651085	12169.0987284174	13148.0111576287	16194.4734484262	22402.4195357224	15561.0722801323	13277.2963611754	19676.0841103079	22196.447641579	20071.753807014	14320.4188076033	14197.4366639092	19741.3265624289	24252.1132866278	24987.8023616018	20111.7691706182	14364.3647614721	30874.8818397551	31855.2762940877	18594.0437442911	25343.7526764305	13777.5789382933	22709.6873446076	29533.1878930447	76172.3410976026	87721.0321861351	36006.3556244725	70729.7455276574	93888.4742108183	77480.7924870686	83914.1043303276	33537.9909375455	82032.1380407726	75836.884559728	96908.3069351928	113126.086254532	99943.2333142371	115186.009702276	101253.449051814	139862.184728395	120913.960658321	82825.8446587588	115907.366053062	98348.0654033924
LP_23203	5293.21344415181	5981.34924812045	5086.18449799861	3941.69738277605	4280.75671949473	6733.31542633882	4010.48208592072	4315.99249140467	3993.1168494014	4607.12556537688	4068.24638270065	5206.14817806311	5057.32674718459	3811.18267932275	3719.89831433665	4730.13076820975	5251.55794263949	4475.98774853357	4035.05142052988	4155.13489239556	3992.42143354915	4824.553045249	4560.9440897578	5953.42503686956	6183.03775210717	5500.63565217598	5433.29710467921	3159.21786607112	3795.50024279253	5132.60114535657	6231.2663718256	6982.23237012864	5540.53344304952	4779.2782663579	5804.39900480419	5003.77094742617	7311.6969993555	3916.075321082	4037.43227067497	7384.26375582913	6185.37862562873	8543.90106375517	7301.87514915933	9188.52382873905	4951.63891022364	9014.65284052479	9086.2348338361	7941.45144023011	7225.21897459746	9728.86768683762
LP_23730	42399.9623200085	48350.5662668503	34377.2035283676	32016.3297895935	24554.9672558027	38071.14119484	27553.6863283649	34422.78991841	27960.4134470792	39523.1560323934	30576.4417972185	35196.5263609888	32826.9535793034	32701.4525444391	32430.295089071	29933.1677261405	36249.4402038665	20673.6577171928	31561.4640072538	35639.6280060405	42333.4686145113	43989.4086088562	22903.5820395447	41275.8294198443	37180.7194273642	31722.6728900572	35426.9922369262	18562.0131919489	26540.542159541	40310.0142409389	40213.2576961032	45031.3887216422	40601.487315388	33773.7390217579	44854.089492132	46181.407763095	42506.4908403183	29099.6101588562	42211.6838315332	33383.474573593	28672.6297662593	48909.3315053171	52209.225711013	55750.4479978323	24178.7951504347	59505.9073088936	43514.9243063705	45651.6862039861	44670.459993035	37487.6441778405
LP_23731	53389.8591766818	67552.0568436364	43576.0206106585	41926.2605600586	28419.3502699125	48307.6995939493	37567.144634713	38325.6459406571	33383.4407638228	41320.0460255186	33255.0882120806	42954.7753917456	37607.6518385351	37397.2308017105	33828.3202043408	31361.4649036001	44322.3259112273	29163.5877243185	34124.7722764687	35766.4622901496	48429.2560503782	54507.1753520962	34066.1487075854	46282.4217553346	38629.5774081396	42933.100204911	41049.7600938613	28904.6274309746	35490.3622482543	41077.8010645998	39100.9083895895	42599.1681586354	48004.7637886548	39753.7638130854	41259.5637611257	46120.2406083757	37546.1991051862	39285.3379089568	42018.7839739805	37029.6005457535	27811.6989067018	42169.2450046049	45724.764737559	64500.8991573661	28618.3539114904	50957.7283326446	40642.5199812965	48472.7287904145	48464.2156128027	39840.6567187271
LP_23853	16453.613566156	20615.0780641269	12268.2390701566	11288.1949637951	8629.90697560966	15836.1615447481	13373.4521409509	10948.9501781114	10338.3437899841	11132.7003379847	9110.84646692878	15222.7079589534	11055.0682777682	9803.82483738295	9208.70063126235	8686.87470819715	15871.2151265052	11176.463602329	9210.30348902905	9306.70302814923	16613.9127084138	20176.5253603435	12105.6328670523	11809.1337748536	9257.31219125024	16781.5546814497	14287.8504728983	10082.7244680072	12242.5634553935	10871.595725597	10395.8520609004	11868.475275808	17094.6054322939	11841.2574959973	9710.37514558632	11658.8397608935	9812.25932712412	12772.3998046503	11443.2712890709	11798.948856172	7881.9351599894	12269.8015068603	13046.0792571559	15441.9341432456	7895.27133413297	11703.4938219495	11651.9174384995	13623.3790722661	13644.6301139714	10157.2479541523
LP_23854	105280.834429182	164353.318525037	105293.93063994	86905.9636165754	74024.3383223371	96509.2790570055	95892.1950347009	108111.61037744	82287.4330151819	108163.424151209	65622.608970056	107766.476053869	89929.9199016065	69298.4088778303	74138.6708755899	62944.6378877946	105025.580652682	79156.0410776998	72153.8948070208	78852.6530893838	98672.6904251091	126768.19199918	76515.5056149316	82141.3671493937	66682.5607359486	105255.663283883	89363.3625273053	63077.1381438509	67138.0341198608	75814.120794566	59584.7210695214	73549.4356836567	84095.5943249319	56764.4405292515	62425.5374343499	63438.1936286214	64927.0990399809	69157.6508738944	53932.4176125953	59134.7325660483	38475.5132693583	60101.8058821589	78530.3464651476	71548.2424752286	32431.6977570647	61059.7344442804	52844.5183545103	76394.1724734057	53895.3335614394	47940.3563113903
LP_23974	67775.2604550545	95850.0837571282	66085.0840962665	48054.9976979576	54896.9035727761	66413.4626477991	77507.0389174253	69616.5313131623	62015.8804661091	71094.0045112373	58369.529543568	79764.0699508321	67792.5515768804	50706.8063571016	46403.6130299025	52103.122680145	69518.6022844616	63590.5218198393	53293.9250480364	49582.5613065628	63770.8780135907	70652.0731111815	54466.8314934224	53564.6671130026	47134.2872124078	59221.9569921884	58881.5508208277	48093.7158898058	42489.9298276198	47053.7487669187	32627.3354320275	39658.168097525	40982.0789695548	28127.3011523984	38849.4677994468	34529.8043368508	32786.7736073434	36172.8184643219	42764.7362843204	31631.1746010847	21314.0176032103	31345.0970426362	31157.365743672	32703.397316378	27988.6901900526	27128.3099875983	25183.3486686246	23241.291516074	30907.0854357606	22940.106733741
LP_23980	523020.365639435	735095.076657984	512265.400844945	449080.629979893	372528.264608346	548996.105325969	521009.269372862	501749.07435349	358409.473508088	460615.042003295	363433.588767267	500471.281084046	467467.505677268	357245.989726533	339398.72994102	374362.838414521	532313.713431122	375391.247113297	393448.730697416	371274.168160291	541776.407178972	590345.857524794	381783.481965561	427754.975769932	398834.687956197	506938.411056053	462958.121630566	380030.22261772	374486.533447479	385103.59784386	446537.552200693	488241.116416951	510158.029782755	441808.376527242	456564.81610089	525295.286728799	442305.116429819	434950.295594813	431337.02162565	395196.370606526	336738.750021602	426242.076741522	509309.616971822	516950.006295604	302804.370561291	481449.479327019	438137.955271138	522444.169295377	431860.743272915	387329.569832787
LP_24086	102188.752605286	156763.682596539	96387.5065313004	73693.4130740563	56785.1930466843	98379.2933181106	96759.0967000356	85741.7476841304	53678.9660870779	69765.9516955925	67116.1985786834	90329.4795410492	76604.1175476345	68290.9380930609	50588.6214990596	64314.7076972779	95705.3379731194	60201.0316222742	63466.9476957244	55327.3344199274	87489.1868424858	106746.073693646	71165.3895153604	63595.5668697992	53540.4535008733	97309.8369864299	78165.8302752572	61962.5450667079	66106.035153656	53742.6548668414	75908.7374647988	58993.8331279975	87653.2758872288	73403.3861365022	51972.3120104582	84497.9401511991	54562.1966137338	66237.3707400943	65770.676406021	50013.6430382322	33105.3573286605	51827.2971461851	63954.1870813901	52616.0618269522	33887.2829697073	51436.7770093621	49292.8293076334	68583.4028070562	44259.680986066	39002.8757380604
LP_24088	24861.6038335331	36794.2210107321	25652.388224303	23491.4463763439	17881.5255347015	24218.6726634777	20291.2707965218	21648.0264027417	16801.384298424	20441.8761566765	17087.0496490244	18078.7320141551	17079.9016992034	19909.2773558871	15338.8490195747	16417.9908488937	19346.3204154075	13896.6772842882	19794.6001105115	16844.6436464759	19167.6505914409	20993.786517479	14831.9523420399	18135.14799143	15609.981325145	20963.6703473509	17793.237406283	15119.8648254487	18815.5944740281	15505.6688269642	17615.0161594019	14181.2762787323	17362.6402257528	21999.7779616748	17047.146229974	18403.3189653501	12938.9994994794	14020.0362640994	17897.9737520452	16008.4421863647	12799.8362362546	16913.6552822681	15684.1879253134	19933.1396048483	12217.8408341281	18967.530759281	14879.250948767	17313.8676826914	14930.1621425429	14481.7334034894
LP_24286	6988.97872421266	6725.72203397541	6097.7931103523	4730.36116078361	3929.40133241975	5803.07896742218	6040.2615731764	6019.41913238281	4498.97150138123	5198.46929553446	5697.03563061516	7379.7139796028	5996.13292969526	4835.52012075731	5392.41820562924	5278.95804011538	6867.88110609652	4752.81384525686	4522.8375346229	5259.67475358831	6735.60501107766	6547.79184000679	4897.23419957886	6337.24426451532	6367.88858644971	6069.84632469353	7166.75714364542	4455.59894196019	4525.01080201474	5534.97844395585	8754.02639700637	9541.25859627728	7327.03358828838	6306.46342211047	9797.38789865006	7503.35820618921	8730.71926740625	5764.8221504665	7430.67737965743	8310.29088632767	6400.45215611725	10434.1618624499	10705.8552157352	9961.25129967514	7727.08126192786	8818.40433551927	10081.7924035423	9127.62263129697	11464.6115550009	11609.9750955937
LP_24580	30627.050708215	36426.1365986231	17229.3867923298	19591.0846943915	22488.2872112743	33535.0781606819	25054.552072848	17304.2483414617	20583.119755635	23466.1625383818	31328.7469299142	39487.0280848978	22735.3800107241	22149.754915832	28131.2578200506	30220.9213601956	32512.1481721081	22212.0142035144	25895.6854532341	29052.6436409655	34676.1131895607	33720.6887318467	19320.4444240962	33136.0479856162	39218.898251155	34054.8213156052	38829.3278734288	19268.0616923745	27030.3635799189	31858.3480728425	38910.3046806758	65124.7086761494	34025.0642496748	46591.5768908517	55407.4997936694	40098.5617074135	61443.0029679708	28681.915121631	50993.5564060325	55969.7961615214	46083.6307199653	60783.3718247226	47110.121968653	59390.8528029372	40284.9350802193	57601.0111414715	61337.5290200494	46929.3930823243	54682.4227976383	59490.4968290353
LP_24581	3278.18976517832	4259.61116592251	5067.66916789689	2737.4353508924	6690.89244659423	3409.01108044076	3374.52238387333	4640.54685172337	4903.47566979814	3604.95721831673	5340.6193852094	4327.2587984226	4826.59107034796	3971.16331343723	9328.87150885777	4674.98276028601	7554.2208065146	5383.5127762473	4437.90420867668	6084.06358805072	4205.71922080121	1240.01178866762	2491.09680800864	6315.43095529245	10894.745694787	6295.42229119327	7075.95847862688	4275.28889442346	6033.36333735326	7523.38168626824	5295.23359995622	9700.12814687523	5632.91825889132	10965.4387432455	8785.02699946843	5430.07811895397	9499.49919751811	6872.42886475375	2769.86708773076	10748.8646622173	11864.5029300725	12963.1535966309	7289.09925381538	9449.03154994181	7094.04077225597	8323.35135205778	8565.57287789071	14840.6258892658	15361.2088213462	19108.6375369657
LP_24675	6183.48518361985	6120.46558067378	3938.62579182497	3634.86745893755	5260.20515119403	6448.68558391964	4149.31235827553	3351.53181998366	5597.63670562066	6238.98100089009	7405.19754040405	5644.89173604601	4160.93549165593	5653.51340450511	5123.93125427334	6365.5689586908	5334.68106070435	3196.84323379238	6058.14275241082	4928.59954463307	4324.32516438932	4065.2654467842	3555.05279764832	5290.8808273511	5097.95767356486	3830.08495519257	4971.1455307242	3428.62305204682	4690.19382200864	4619.73061967647	4876.13234952337	3982.09000511709	3486.24188601448	4827.38613291785	3718.158269255	4082.16334904744	4181.26182346664	2864.2015931034	3447.23521075642	4006.9952968252	3679.371124613	4078.69000849895	2134.49997096805	3549.53373453055	3750.7880884478	5666.23710787697	2719.54863291283	3473.58099011899	4526.6044149282	3360.20999387773
LP_24676	6340.67265762268	6292.42224921244	8046.31473634199	10008.1975063522	10515.571279721	6326.5984723011	6534.01707436538	9441.82377308832	11795.6664452135	18277.6232593842	10440.0949478041	10435.0117586394	12327.5796682913	20127.1013094853	22239.8305606423	10806.4502367288	7612.28170641369	7511.55691997064	21404.9442158172	28709.9153130404	15439.8757745114	11158.6878356724	9522.74683941005	31372.3008438759	27462.5262944765	9828.02576260832	9009.48380375174	7846.31931697761	20164.403871475	27410.2415963771	31588.8855822138	37806.2409105933	24218.0287848932	36759.5749251325	45283.6925805609	27699.9775735365	33186.4915743459	15862.1373421271	52703.8695679776	36158.4213372555	31750.3523220734	36691.2822380891	43532.4085480812	71982.5183878219	45546.5162907588	38686.4496263799	33456.118617681	24482.5694043482	47712.9916091418	36338.1700457976
LP_24809	15139.5328444645	17740.9813267697	12178.4140682022	14040.4191400797	15976.668456937	13518.7319281516	14070.0564864584	14072.7223621014	17055.5308874733	22296.1721410785	17996.0031035613	16955.1317605689	17825.3006468368	25979.4903088016	28318.0086284719	17147.1272147293	17505.9055342185	13306.9233630777	24406.4512143787	30886.6572378354	20355.6322497014	19769.7760650511	14986.0890991651	30893.1578555905	28109.6508198776	14723.0515195675	18707.5868802382	13544.2864007907	21291.4559129025	32508.2977576163	27354.4766977307	35195.7793601637	30278.2107109134	32225.0956809211	40869.5345945597	22153.5657796978	30720.3011297301	19488.3974320357	47541.4759297323	33028.5680315475	20297.8528546016	31729.2645858153	35828.3319005031	40479.0255092439	34523.8623124886	25425.2841902709	24273.2554913785	25475.9821810157	41980.7735869976	30102.3692305752
LP_24810	552522.671863794	538205.417701205	455993.572289302	435976.338393402	462519.206220473	561871.723202277	454449.991534547	450426.166328637	508041.269858144	587121.680683038	632636.345405453	509952.360148652	454624.130995262	546903.953626776	537532.242030889	549761.293813935	501162.18690413	428800.816648479	562661.112848775	506270.679826106	581544.501230891	557262.035323642	461045.917749029	523734.26899385	511995.505113117	492319.491077676	518899.986835472	416160.630058321	533394.307027644	512177.726617183	574169.491067335	526995.684234658	475474.653926937	524985.520033411	539515.848636255	586497.115941694	513976.995592258	469836.429953831	708035.433455813	476392.888075217	557103.227662283	503211.852613535	537820.678337923	644760.307819943	688114.120806526	549102.314778795	465468.688577747	439946.801090805	622185.170293351	415373.190350048
LP_24844	2628.1465320825	3843.2254194796	3640.6642277094	2944.05442804312	3019.30214431738	2510.96755073124	2667.80485981548	5990.41192480755	2635.26422227016	3357.4292357476	2128.69056949206	4129.94570569849	4038.54194580018	3536.94581559357	2844.98067804626	2209.85278244368	2299.48260954554	3282.14282750787	3684.15049690112	3657.76596055626	3045.90259869459	2602.10259360051	5056.98034001636	3121.69575711631	3172.93515882104	2103.54022397163	2190.09309670202	3751.19915204695	2484.30956102751	3410.89899410718	2386.59831101547	1856.99584816226	4065.00347988096	1599.3735786509	2915.37482410167	2633.68880320046	3018.4473428044	3711.3713698195	3236.21478868118	2045.06776006307	1339.98347645974	1703.52674566093	3101.41329771486	2562.01940507957	3365.34125041697	2204.78900137583	1731.08851734216	2687.13387179974	2030.13241056368	1686.48893085819
LP_24938	22802.8751328547	33119.9237326596	20150.8913470705	16189.298292368	17682.8836542197	20468.0507414857	23582.030241117	22818.9438454477	23119.2051171047	26806.7714029468	22866.723110245	24072.578017412	24656.1448430557	24924.1768963208	22936.5991741876	16781.7351423098	24084.0773755872	16202.4469868667	22369.4276401518	22192.572331158	20531.8841956131	24902.9930509673	20278.0267974903	27117.8698741629	27168.5370499102	18626.0279335045	21407.3569108512	14886.0835630442	17348.0433264291	25689.0628539779	32640.0666576526	37165.86042741	23144.9304009754	33138.8456361529	40910.6623155846	31753.2049453514	30259.9287403161	19339.352419713	45043.7743294057	36090.8037049569	46716.185025772	48037.330485623	27994.4728611804	58987.7042075774	35135.3365090385	58907.8285582416	38789.3753340367	21151.7261382265	51150.0636758685	44006.5342449052
LP_24939	2016512.66924981	2631663.45066949	2209269.40069483	1673368.59914935	1892123.67351847	2092884.95506235	2125811.39907967	2105058.0383751	1902895.92246791	2198716.16807596	1879861.55969369	2376012.62599246	2164091.84215928	1911279.72461984	1752965.75199145	1816893.75879017	2155602.64860344	1876552.89981103	1923769.06735229	1771914.0526223	2073953.32671504	2173575.32951682	1773524.36913949	2041003.5401369	1895301.20544752	1960125.25884563	1860600.26948799	1742612.77251286	1611390.60712607	1790836.14518321	1580729.4602752	1828367.00965435	1566948.75424145	1613224.32462894	1773731.3892648	1535200.54688371	1641164.42440836	1423515.94823428	1702046.85476893	1538963.89082192	1491650.9228813	1576711.07426469	1563941.24511666	1745116.54922367	1713954.48290269	1615746.32615891	1553315.05684526	1304762.34542487	1766893.26375059	1485143.56829744
LP_24975	8010.08221408631	10912.0526390875	11962.1531470896	10052.7167947316	8586.04728391133	8098.98998201719	9144.02619463575	15263.8904560227	8152.61761151811	10768.0567725947	6412.34691444235	9695.40332887788	10806.2501466763	9202.19466363909	6857.64177477523	6241.43627376476	7041.14544358095	8215.47735954949	8456.65284432046	9143.99890545077	7945.06182043681	8660.76078202299	11590.221503623	8872.41900106571	9379.82832617609	5599.81268247442	5957.51545598249	8633.70812818216	7118.18646901542	8967.75269042351	8283.11691906139	7102.8522462353	11146.19295572	6551.08939437725	9396.64838806726	8624.95263136142	9226.44991803511	8800.90619857735	10736.6421338288	6622.59758284767	4827.30632391987	6621.77792506119	9877.45329946698	9638.99112023061	11000.8985861272	7576.05044977815	6491.20227957757	7543.0517188878	7812.30993854335	6545.11479392376
LP_25128	29491.9801487779	23531.5252024514	24915.1236366102	31125.2733462267	30261.2637603356	28476.126855551	20553.4474193488	22080.6288215263	35431.9240232912	34538.8193309375	24472.8670169082	24078.9675175044	15165.1643516235	27922.3635943577	27734.8996188606	26039.1971543587	23927.2528554927	18616.7688560237	32460.802982499	25259.2002121694	24013.1116009074	18347.0253457285	17651.5467652141	28948.2131462648	26024.7415878808	23417.4554257896	21858.0340400223	16462.9986208676	34372.0099004844	21835.6783346322	13071.0545337162	12667.5411026747	12104.3579285767	33163.4386863658	18957.5774677655	15504.956307638	14115.1640070328	14650.352150443	24403.9631686479	22515.1875806677	20769.4768661309	21224.156078561	8373.47395844215	23156.9283612805	25893.8152153261	14106.7471888047	10267.5499100561	19237.1927623066	28433.6358583253	26455.0652236107
LP_25137	21815.5979281184	21306.382238438	37708.8063215226	36503.5582463538	26587.1148248235	28549.6494201177	28263.5023581913	32370.1443194638	24775.6983359746	15648.7655389488	14821.2333895801	15318.1887905228	10089.2083530437	17634.9325719491	5770.85362261737	17971.0459323906	22257.3982452726	16206.5975108829	10846.371921695	4961.2042075434	7607.99082513593	17188.0881063718	15862.4263775032	6529.56312830132	12316.8757146336	22051.1637850557	13659.4669490888	16537.2965824579	19972.5191689971	4239.82752583335	10076.7367186554	2120.66130668755	9537.1824671368	20710.3167502943	2027.31146363301	13882.2574097125	2046.84407607395	20849.9249154329	6745.73898460166	4789.42636293142	4535.61888179711	3337.28670319259	4510.18908221402	1546.48212051469	18368.4485806317	1295.51104742651	1415.49968579671	12729.5786611587	2312.22391082608	4647.25628705894
LP_25230	12601.0926960656	12722.0588179818	8886.36039324934	8481.3998520217	9026.60400507475	11305.5287407302	8385.47755463737	9562.29330101385	9166.4682083134	13235.1104281007	8582.48176348157	12886.2384579379	9641.34334680587	10311.3827705059	10192.7228567753	8853.86717677657	11911.1068800882	7881.14632485953	9744.7183567699	13637.0376193996	11285.2642440695	11962.5422423713	7193.03350534628	12944.3073159018	14526.2115305975	12985.0971512483	12228.8030631894	7886.90114858963	9533.82285979825	12582.61386114	9136.19007493801	14851.6052409332	9761.23676249154	12397.9323359725	15810.3220971394	9377.80291444707	16293.85916965	9625.01021988804	10313.2023558671	14358.4450676847	7992.70011641646	14024.3104804288	16347.169838761	13654.5976528882	7703.51592201134	12397.5749233785	15436.5799467231	14893.5315517432	10834.0778742808	13278.4964282878
LP_25231	14402.1988583627	14566.3746991247	12249.6771019438	8608.73486468435	9032.5741492902	12711.3837623496	11314.4950577074	10987.4094729998	9067.09523598112	8425.8064546478	9930.34683466086	10601.5321562807	9813.05672306178	6372.5467084396	9460.27649115757	8870.23394623985	12523.6431382307	8470.84000624395	6896.31445479779	9516.49579818041	10126.7153241773	9359.88068655591	7968.62929149431	7974.69629526038	10269.3141579011	11900.9273904374	11052.1485952651	8118.21523347737	7627.32039024335	8584.87102250466	15159.5428091833	12516.4201268067	11202.9939408204	12071.2407861346	14081.6150246972	14807.3099901752	12574.8224562958	8683.15237021953	9609.0941959305	13646.2554732983	19573.7110335196	19751.3223617387	17519.6425374937	26871.3889421452	15556.7892640271	22621.9153249203	17740.0960249305	17436.3049027531	19843.6837384516	20675.8502522099
LP_25476	16728.585402645	19545.5753399274	6201.62820087742	5687.5852879089	8657.3381853534	13054.3056281672	7101.5858685311	5045.61337841066	10528.0514164472	8222.93287726034	13793.2180930443	15306.3932784356	9089.51694481283	10524.245942732	15939.1999585573	13272.7196362224	20183.5152815369	9051.40132999611	10218.4327848381	11422.2072110024	15307.5869146313	9551.56301264838	5364.15471834741	19639.8484921813	19384.1673253117	18410.3671896787	21327.9411391954	7237.24443593944	13127.2585299284	18227.4919757485	11083.2328939688	30780.624840999	14952.7107932605	19016.2382970887	25184.0471518929	8252.21118669372	31126.0052112143	10786.1346700317	14421.2297812099	29250.981252318	15788.9427189426	42425.5409232929	12905.3326532009	36893.936176221	8291.23567962367	33163.7814854587	32865.2351659115	21944.2789517571	36683.4329557277	40459.9090743884
LP_25726	2491.87961265216	2180.14770377198	5815.58590016207	4107.66841401513	4532.4584835205	2870.46335295309	3207.64202735211	5783.17045193432	3306.12580828629	3778.51782307197	2955.69569676815	3580.00454183753	4678.5997886161	3194.58494558621	2597.06321417727	2870.70565383161	3532.11177292742	4122.48840118805	2144.44977184565	3357.21805113864	2599.73342641332	3810.96266719026	4507.97331869501	2833.13160480169	5095.85022378302	3786.3004728281	4098.79781431566	4556.80621441336	3222.66607641005	2519.64164145946	7247.13065460096	3769.81233360448	6333.90755541538	5825.78410238726	4930.77382749381	5642.39386260778	2837.06337697111	7083.39598930049	2643.86103913712	4369.66582273192	5111.63362707867	4819.42886820409	7533.52746393803	2420.99158182783	8385.10083181695	1647.8720122469	3396.68089957118	6906.03869293918	4299.05859172576	6209.58685385049
LP_25837	60384.951534091	65629.0482359464	47833.1100802331	46297.2243992834	49328.851897062	58865.7017205867	50077.4133172515	50958.9491609138	51539.4020572781	70124.1819833152	57915.124045984	74408.127017872	63737.7392371142	63127.6898856319	90912.3591188083	56890.3530810556	71533.9424915816	48712.9233037533	70086.59982895	93388.0640287039	84008.689743902	76345.2534382939	56458.9736558006	88324.8421795158	100874.091718405	74381.7309743599	89008.0718065903	55807.6260878833	77259.5748183113	112478.597789389	102041.705333947	146383.637513062	84766.2539713148	107261.620089912	154379.192794194	100721.502871099	151505.186101534	75973.6062786508	113681.441717442	148626.889358725	111408.965163087	151660.391555909	140267.300045807	182510.318598684	139794.179784884	157271.472291133	162625.064799753	115248.503846258	186839.944168654	167878.611709999
LP_25969	8413.35833554974	7779.69029151312	3643.97553359661	5307.64321465706	5734.55034813002	7789.56397693069	6066.99479239116	4217.17359366442	6875.25454426216	9300.91557157947	10856.549269562	7937.89740823042	6279.69811159762	9198.78602858586	8494.20102360819	9989.83550401185	7270.53758519553	4658.17707850047	8595.03553864	8653.93999031597	8466.79017850552	7980.16171505645	4991.23685154647	9917.6720257426	10979.016197585	6097.24805639848	9283.00893300153	3918.17819744067	7331.33773937874	9596.22642443392	7716.46797610337	10950.1087320295	5660.34164564863	7844.5706875787	10155.6121391623	7699.53495768873	10203.9401395479	4830.66522716128	10537.6583714203	8698.94710060104	7089.50494260357	9540.78059784889	7207.98918036712	11313.7564400992	7708.99078890826	9906.03165297864	8750.64636804657	5807.07573103062	10084.5402996393	1902.41553760351
LP_25971	10476.9853984356	11367.6296490317	7738.85765280901	7109.42642770183	6954.36513325755	8391.09751840001	8731.36547497975	7715.8637126381	9285.53743514226	13014.3464640219	8504.95537502576	9016.38411101535	9252.90120184426	8820.32406125578	7996.19886781797	8893.46061836285	7438.87564636554	5775.15598146051	8246.95380243111	8586.87830521584	8685.38613425129	7671.92325309013	6979.1037542109	9597.92474337126	9296.82229324712	5706.02152172363	7763.12310100338	5057.12508415237	6321.18454056995	8441.70521203885	7560.81638438971	9658.94304606754	6717.85644487039	7696.06061196275	12144.0338641023	7912.75875368532	7449.49766785966	4213.05463519431	13232.9666586851	9009.67313337508	8241.41119363054	10351.4973779304	9634.16229304284	14007.5590606479	10308.4269755348	11824.0507255392	9017.01112334142	4626.93562382827	12955.872662131	2931.19563936605
LP_25975	197950.153163263	260371.391661792	168727.488878928	173165.225991429	127725.712954996	194926.163163494	153374.589576994	149536.230148485	124552.343796677	154965.043766651	143078.816242458	158770.7652353	126774.535405692	156352.799479938	152944.908478879	129154.344027724	176911.698046171	112872.916295365	137338.443048148	143756.768706527	183496.106201374	189127.635174489	121616.145125092	184528.003718922	154880.076294674	170243.54239256	165508.795351148	114332.456641719	149651.042106389	159574.98009575	195240.792444958	208376.002681108	186504.771139719	206464.666692923	217821.055553571	219144.540667038	176710.809273873	159869.67630704	213059.89270517	177495.424508515	149769.584951557	211883.828241725	221201.459846082	282349.921771469	151809.25244009	242292.644951306	205105.254342635	233304.16013322	220901.231819024	206347.605406024
LP_26011	1427.94341215164	1302.11972997572	2436.58945851998	1178.26697829521	2422.13045453541	1362.12184177139	1723.69015211904	1559.21097294412	2602.56249514018	4063.7485177084	2023.7322049961	1059.86387977483	4298.25151294666	3539.8979370236	4245.93059223608	2169.74514031733	2372.17494692164	4148.22887886787	3708.80171421123	4626.91091678912	2370.54113368012	1792.03286078139	3941.09207325145	2240.17706034008	2804.38342469083	1891.09774191431	2493.14355927203	5186.81971895884	2636.32310528272	3521.9587977785	1078.49931960334	948.231832576632	1577.06306621366	1286.79224977412	1511.3222571933	1131.92001005979	1032.23681341584	2643.02210226561	1464.0716667288	1636.15206435674	738.800479241856	751.574911799976	1689.93959547577	1047.93525982282	1552.36789259022	637.838960850604	771.752437707106	1118.92771478374	609.716584047003	1211.99469905214
LP_26112	37870.4087629548	49252.0959377138	32077.5808744892	30216.2869377459	32788.1651043906	35189.9792364541	45226.031193571	30466.1283349857	35089.7660525077	41971.9444550106	35135.2441669089	44095.8500080473	29412.1164269715	28158.8985196588	25219.749953454	25993.1820492094	38745.871825743	29946.9885904144	32582.634318418	27248.2311639934	28781.7457223722	39230.7547059211	27819.5318707426	28453.8105719421	25898.2854381455	36365.1054039748	33125.470888307	23810.6831081295	27900.4675071893	21096.4199912945	15415.6584391368	18989.7303870269	19794.9750877806	21127.7663062766	22801.7021711295	16073.9025878983	20580.2720258777	20651.5396729813	20799.9817960206	20457.1081579009	14131.0970922119	18753.722494096	15833.2165093071	22294.562434141	20495.2362663495	19974.604110115	16334.3922064243	16352.4880442404	23375.4781735814	15843.2122752847
LP_26113	14025.6885212596	10656.8155560019	4188.55942914268	6832.47977905318	6157.28736832209	9949.02326217396	5921.40805606868	4608.63268144613	8745.41603180698	6990.22730344881	18517.6095345566	11648.7375924763	6157.52709946161	13539.0497366534	11221.6287588301	17325.5138998219	10906.2315454844	7265.22422320412	9587.32281997999	12061.2659297598	14898.0157541037	10415.2263763353	8133.93933375781	18669.1419223243	22258.1424069288	14092.7062752285	18227.4861415481	9391.24350260886	12794.3709243949	16864.1090482283	28548.2863988874	31328.52156874	19373.3664651671	20790.2325158983	21337.3583602001	28771.4418925682	29258.7967589062	20342.2561544071	23777.9694326139	18511.1387264713	18397.4581274639	25145.0557811975	25136.0054873881	14878.1880693115	16040.891762786	22986.3186692771	23423.9519146728	25998.4605720488	18263.0495241969	17467.9826679313
