D24R1	D24R2	D24R3	D48R1	D48R2	D48R3	D72R1	D72R2	D72R3	D8R1	D8R2	D8R3	M24R1	M24R2	M24R3	M48R1	M48R2	M48R3	M72R1	M72R2	M72R3	M8R1	M8R2	M8R3
PRKACB	3.91628222372142	3.89848199956355	3.75609337715888	3.89060646008727	3.89915202638527	4.09517915374062	3.93064461154042	3.65621000323265	2.94616093788702	3.91218266900623	3.94482764125918	3.92448029322423	3.75609337715888	3.6194219564337	3.87439885789362	3.95019442281834	3.89281090640899	3.75989864760079	3.86688698840919	3.7751732014979	4.03278906197148	3.91466081706065	3.87340512104868	3.86756951937645
PGM3.1	4.01484278223562	4.24813853056196	4.16158093264197	4.25906665638862	4.04621247018018	4.09247100567162	4.18230362010845	4.15716599297717	4.08623214172448	4.20105096564059	4.28229332119357	4.20414062903899	4.06241547641011	4.04988875880081	4.06457002224799	4.07828651241014	4.05270658148835	4.1614166873452	4.02358825155208	4.03253518332134	4.06685048632658	3.97767392621829	4.11790242763337	4.18230362010845
EPS8.1	3.8751312522948	4.14813666710792	3.93398106198516	3.85495581556339	4.13798258650786	4.14718233873927	4.15977180616418	3.66207493512005	4.16549487923841	3.85793921949851	3.73214091660922	3.81544812999857	3.94888894247394	3.94447738370406	3.83184776976885	4.08938559821169	4.07227252488163	3.9875823276034	4.14574447034809	4.14139039730498	4.17737103346792	2.80544034834145	3.92141970294677	3.97358180087709
ARL2.1	4.03298862978599	4.06115458015604	4.21339228505978	3.7137313542334	3.73214091660922	3.71709452138264	4.19984793828234	3.87019132894102	4.09142836449607	4.04770277939954	3.9922367716814	4.06746328030054	4.03077028200324	4.06457002224799	3.77115738577197	3.91122956036265	4.1617420041712	3.90983052929391	4.04662629018719	4.04385595424993	3.911768676532	4.0996918547553	4.06131425312066	4.05114799205269
CDC20	4.12546493442588	4.1549353230475	4.12509085327686	4.13428534748637	4.13033543016523	4.06360558896249	4.11852805717742	4.09517915374062	4.03097719543767	4.19731679762858	4.15977180616418	4.20681309832953	4.14241499034892	4.13359845956341	3.69570506983399	4.13347432343425	4.10949951084705	4.11060926159372	4.11461034853668	4.11722572647408	3.73970629031149	4.12630612505953	4.1728687153498	4.18362261660618
SNRPE	4.0961252613374	4.26850324627884	4.13847509971521	4.15013401746423	4.09005977881239	4.1186912458928	4.30521396661558	4.18804769784311	4.11617845337925	4.29608956548862	4.32521044764564	4.14763266584462	4.274862782253	4.11882308037637	3.98142963927773	4.20326710573509	4.2651003305614	4.13406504820415	4.18270786619377	4.19628340229614	4.16057219394365	4.30713428204293	4.29474771727154	4.23121478502764
GPATCH8.1	3.91820556515142	3.8557898562354	3.99650632805699	3.84306438735046	2.2132690444397	4.0459950116067	3.70176193709153	3.94482764125918	3.93444767394185	3.75022616989958	3.8411100240434	3.9395302034371	3.77115738577197	3.75295786926227	3.99468207472139	3.93064461154042	3.74879725162515	3.96643095431614	3.97266981323196	3.8411100240434	4.09185126497825	3.72675172762319	3.71801563392693	3.6988516445224
TRIM38.1	3.70781908803758	3.8411100240434	3.7545637452852	3.87439885789362	3.75712202443571	3.89599802567975	3.73012395183701	3.69287450350494	3.74384009808364	3.87916905962253	3.86618057188825	3.85918671596928	3.89060646008727	3.54296403459263	3.86390514276016	3.87759765651497	3.71801563392693	3.67012938479159	3.89599802567975	3.84564209198139	3.91777861741858	2.80544034834145	3.63690972715873	3.6194219564337
IP6K1.1	3.72862929023543	3.83184776976885	3.71617340883834	3.82752587405102	3.76165787776028	4.01596697710976	3.74721506385805	3.75712202443571	3.8695491121111	3.90466924536065	3.9510756994398	3.8557898562354	3.83861099536893	3.69011160461167	3.71801563392693	3.83678496872257	3.78077292741909	3.81544812999857	3.85981722597124	3.84896156782474	4.00364933890681	3.85695305251717	3.73427642256953	3.83397637797291
RRP8	4.04049979332831	4.18634193910477	4.1007883505139	4.08401737142074	3.99774776766943	4.1274700879264	4.09054138597843	4.09100769830124	4.09764444759916	4.08246327475544	4.07095037629444	4.09142836449607	4.03953970956072	3.95939952745812	4.08492447779762	4.04049979332831	4.04683584944792	3.9671195660365	4.12431663909431	4.07953677607304	4.06700090276737	4.1043221965056	3.99980042784911	4.08401737142074
NUDCD2.1	4.12713466447915	4.08568969603495	4.14221096164275	4.13546350675948	4.0366758051142	3.91587751598669	4.15716599297717	4.07095037629444	4.12915366993843	4.06105475923109	4.04373948147515	4.07526298191333	4.11246627884108	4.10672275558058	3.66506580701923	4.09372235260811	4.16769682085176	4.14064644123676	4.10767801659886	4.09895565182499	4.03737780986064	4.16769682085176	4.12646525861041	4.12222059897158
SSR3	4.18804769784311	4.16216023822813	4.18067727527426	4.17043879078058	2.2132690444397	4.23691276751849	4.18393143144822	4.1830486566949	3.57954727165299	4.17870604212462	4.18212769235805	4.18634193910477	4.18437059868192	4.19500138297243	3.65621000323265	4.17390169666511	4.1932382251021	4.16956046516477	4.15686885814682	4.16956046516477	4.22508714817221	4.22769361898341	4.22719340089997	4.2034492365494
STX4	3.8695491121111	3.89421220100295	3.9395302034371	3.91051308921524	3.90916056707416	4.03036645916938	3.98864532746689	3.99468207472139	3.97106785892883	3.914166547995	3.90916056707416	3.911768676532	3.9464213331942	3.77420273768941	3.91122956036265	3.93324484570494	3.81544812999857	3.89060646008727	3.95907829161282	3.96955407506778	4.03855456850491	3.97696898904088	3.95339821951464	3.87019132894102
C9orf64	4.14210271732341	4.04554367599223	4.03788537987871	4.03644073574484	3.93186200638977	4.13373949011921	4.0472872202817	4.06642923184346	3.96244141065479	4.14149648491722	4.07190589302666	3.98355359731306	4.05490354221065	3.91820556515142	3.86618057188825	4.08927308439988	4.07720744662447	3.95939952745812	4.17755280140602	4.14177593013886	3.73970629031149	4.06685048632658	4.06076765944136	4.10468608971871
CLASP1.1	3.92906117917999	3.91777861741858	3.89669763435734	3.88369113361108	3.92764126617248	4.05390949783432	3.86756951937645	3.86323571053119	3.95019442281834	3.87759765651497	3.8997867795192	3.88626578225551	3.87985071875504	3.77891546296226	3.90111164995067	3.911768676532	3.73012395183701	3.86323571053119	3.93064461154042	3.91122956036265	3.98330956398571	3.72862929023543	3.77256487096053	3.91726832760842
LGALS8	3.69287450350494	3.9235247393687	3.98693521266275	4.01388249102149	3.85066686535218	3.87593476524018	4.05254153236497	4.0489260772885	3.8723907400311	3.98628069873779	3.95166906283039	3.77715961897601	3.97136978410815	3.97936775745659	3.5232146368425	4.02822060565533	4.09247100567162	3.98215625581316	3.87985071875504	4.05254153236497	3.92696907378574	4.02286693052892	3.9930332223248	3.99085015194168
DNAJC3	3.78148403632111	4.04356017899579	4.05877041129979	3.9510756994398	3.98792245145867	3.94416037426423	4.0916792955387	3.95339821951464	3.95523999027879	4.09433326882627	4.09329845071037	3.93717882634294	4.0870842270483	3.9426438236879	3.9514550337509	3.92594898543496	3.94930551319985	3.87340512104868	3.94199538788973	3.77420273768941	3.73970629031149	4.06778753703768	4.0780857046275	3.96643095431614
NIPSNAP1.1	4.08606558578527	4.13798258650786	4.10468608971871	4.10599761184741	4.02212887747586	4.10112915620237	4.14718233873927	4.07579944694797	4.04961290511516	4.06288828356608	4.06538834253726	4.13829109362905	4.09910229543456	3.99805017303346	3.98513934497129	4.05864939524097	3.5232146368425	4.01283532724563	4.07227252488163	3.93115023296587	3.73970629031149	3.55992104339566	4.11340242410111	4.0866332957229
PGRMC2	4.12138730338866	4.23448919903143	4.17267710454296	4.16587821647483	4.11276435523472	4.09039828468573	4.25943494103146	4.07227252488163	4.06869231556932	4.25990687367432	4.25860994358186	4.00867540804441	4.2187922201229	4.16078321815803	3.91820556515142	4.16759218151673	4.22942949459969	4.18681763462016	3.97106785892883	4.19293855143984	4.11741690372912	4.21184500799333	4.25990687367432	4.23462277217268
DDX41	4.00315406147582	3.95066028956965	3.77115738577197	3.97266981323196	4.02358825155208	4.07953677607304	3.914166547995	3.9646604398581	3.98704539390236	3.76566504627403	3.97473034043118	3.97316363297938	3.76165787776028	3.77001710260045	3.84306438735046	3.994389604313	3.98180014547247	3.92507166707438	3.95863319213907	3.74572691542974	4.08805075256029	3.94482764125918	3.82752587405102	3.84896156782474
ZFPL1.1	3.98180014547247	4.10097865978494	4.00510549523009	4.0224304000113	3.95675138459622	3.97647281072256	4.04942883245054	4.08439678905394	3.93007585074114	4.11509074138952	4.11559503970585	3.99957672051572	4.05156983886108	3.94930551319985	3.91218266900623	4.07976817529262	3.99493179536691	4.00562200555921	3.95939952745812	3.89915202638527	3.73970629031149	4.06115458015604	4.08012639871801	4.00339613210688
GPRC5A	4.14167498703704	4.1942288583072	4.17721148008244	4.19561527389026	4.13860321975797	4.27073124271334	4.07305691963359	4.1071459327721	4.01127039199201	4.21668191788911	4.20607654231655	4.23852495122951	4.03524978090311	4.05328708941673	4.10283867714102	4.17456407071297	4.13529348410959	3.9464213331942	4.10239567096485	4.08910597839032	4.13698660697511	4.18405948743447	4.14404924341247	4.21000565105875
VPS28	4.15250169996538	4.12168064182141	4.2540259499413	4.0153111284394	3.74169155370714	3.92302580014374	3.9970288473525	4.05659273212516	4.29774551986587	4.116349700502	4.02263517519309	4.05521267373831	4.09209323603985	4.07111544816027	3.97613981517128	4.03278906197148	4.08689692761612	4.13318457284207	4.16041436428859	4.02089637126754	4.25896876242201	4.07052621736696	4.06757227377559	4.2645466689686
YY1	3.94976627055408	3.91587751598669	3.87019132894102	3.72206847956799	3.92141970294677	4.14139039730498	3.88675860890721	3.98233848862714	3.92764126617248	3.88562028730863	3.93768914264877	3.89281090640899	3.77891546296226	3.87668899405002	3.7137313542334	3.89721984090627	3.73427642256953	3.90401524902536	3.68727263103595	3.95907829161282	4.12302400670666	3.72480888419204	3.97056358704724	3.86688698840919
NECAP2.1	3.67012938479159	4.02627337647061	3.9235247393687	3.86390514276016	3.87759765651497	3.89721984090627	4.02965818312365	4.0870842270483	3.97239581465707	3.88988632918247	3.77982212333614	3.88099187033097	3.86756951937645	3.89281090640899	3.90695210526322	4.01755031831322	4.00562200555921	3.89208828937936	3.94447738370406	3.97316363297938	3.98663458150712	3.90577181807022	3.95718127820736	3.94601878640047
PYCRL	4.0826948713366	4.08049677840295	4.03036645916938	4.00393903602389	4.03278906197148	4.03807763859019	4.02627337647061	4.00178076416268	3.91726832760842	4.04621247018018	4.02627337647061	4.02191001208406	4.06619976224816	3.92764126617248	3.92448029322423	4.04373948147515	3.98483962497282	4.03414191509775	3.97358180087709	3.89281090640899	3.96867635673022	3.97830619203226	4.06360558896249	4.11896495923219
PRKAG1.1	4.00892572631219	4.00510549523009	4.0634060022597	3.99346776071637	3.98057141899216	3.94712944187113	3.99385213374026	3.98330956398571	3.99346776071637	4.02263517519309	4.04065146441125	3.98513934497129	4.05959474729218	3.99085015194168	3.76790564932173	3.98864532746689	4.116349700502	3.97767392621829	3.99548762951688	4.01778673787088	3.91051308921524	3.94789458059814	3.98972972907242	4.00947474932847
DDX52.1	4.03807763859019	3.97767392621829	3.97170218514856	3.67920025318392	3.7137313542334	3.91628222372142	3.23048290099855	3.94163494280893	4.00045323020286	3.11418709941291	4.0433813456192	4.05328708941673	1.39170162143058	3.94010859019004	4.03604320487041	3.99171403216474	3.99346776071637	4.021689198343	3.88196958201792	3.55992104339566	3.95834636273585	3.92696907378574	3.87439885789362	3.5232146368425
LIMS1.1	3.74384009808364	3.95834636273585	3.99980042784911	3.25185124263226	3.6194219564337	3.71709452138264	4.00802502117338	4.05039096884363	4.02662208407726	3.96987409034129	3.5232146368425	3.62926154287188	4.08346061880614	4.02997125688966	3.57954727165299	4.11967361436057	4.11290733462043	3.54296403459263	3.98628069873779	3.70781908803758	4.0490832777814	4.00439929051457	4.09085414612144	3.55992104339566
NDUFS3	4.0847527938743	4.11489975553201	4.07902397685612	4.02774645660755	4.06457002224799	4.11213227499298	4.13847509971521	4.09986524339665	4.04160282048982	4.12356170422824	4.10767801659886	4.01610970491628	4.15820968648744	3.98513934497129	3.96022723573219	4.11933234935808	4.17133557118079	4.05733737421388	4.08956556408901	4.07268366261242	4.13276044539763	4.08956556408901	4.11290733462043	4.05764620925012
EHMT2	4.116349700502	4.16487614507432	4.13907460030339	4.14297825188461	4.00947474932847	4.00867540804441	3.71801563392693	4.0965171646097	3.74572691542974	4.12994537024774	3.92859227939771	3.9235247393687	4.11518496410748	4.10620225396516	3.87835003639564	4.14370302186438	3.92238812091013	4.11790242763337	3.85981722597124	4.12856393747091	3.90276890231469	3.9651780854354	4.04869432383068	4.13406504820415
RTN3	4.18746356115756	4.18598750953337	4.16956046516477	4.22054887606638	4.24028050940161	4.27944457983033	4.07227252488163	4.22703238881283	4.16921188984353	4.16007726445327	4.16521124493607	4.15790148940205	4.09986524339665	4.00004890954134	4.15334572926686	4.2333314878291	4.16097608706447	4.20414062903899	4.14884159453638	4.16671751894956	4.26612129401393	4.13185205505257	4.13847509971521	4.12539902967329
ENPP4.1	4.18967598772018	4.08766531791889	3.78148403632111	4.14221096164275	4.15784349879092	4.03278906197148	4.09142836449607	3.38328408953133	4.0778330509494	4.13713300039219	4.18025194790704	4.03460112700816	3.9932885979923	3.74721506385805	4.11060926159372	4.04160282048982	3.99548762951688	4.02922150378418	4.23049677212719	4.10655702668477	3.97733385549153	3.97239581465707	3.89421220100295	4.049245575109
PLK1.1	4.1614166873452	3.90916056707416	4.07052621736696	4.03629016875551	3.92180000329697	3.94930551319985	3.64996054533114	3.70176193709153	3.76790564932173	3.87019132894102	4.06318182161417	3.93617302548072	3.69287450350494	3.83861099536893	3.91777861741858	3.8557898562354	3.76677282252151	4.04448468748988	3.84811424795495	3.76294961407727	3.93768914264877	3.75712202443571	3.89721984090627	3.89060646008727
ICMT.1	3.73594605440046	3.65621000323265	3.5232146368425	3.63690972715873	3.69570506983399	3.97767392621829	3.6194219564337	3.6988516445224	3.76677282252151	3.23048290099855	3.6194219564337	3.5232146368425	3.55992104339566	3.44325547603345	3.63690972715873	3.68727263103595	3.74169155370714	3.64996054533114	3.71087112578759	3.64996054533114	3.98539859168175	3.6988516445224	3.69011160461167	3.68283328364704
MICAL3	4.15940776817613	3.84306438735046	3.67556996352425	3.75873796289417	4.02997125688966	3.89915202638527	3.74169155370714	4.00892572631219	3.63690972715873	3.98575043183896	3.83549862962842	3.87916905962253	1.39170162143058	3.64480359828772	4.12967640860574	3.77715961897601	3.95939952745812	3.75157396443304	3.71801563392693	3.9932885979923	4.08642014939332	3.95863319213907	3.93268112889486	3.72480888419204
RALBP1.1	3.85066686535218	3.85695305251717	3.8751312522948	3.87076678895629	3.7545637452852	3.94601878640047	3.72862929023543	3.88626578225551	3.77891546296226	3.8850959738002	3.85793921949851	3.8604477359732	3.69011160461167	3.83184776976885	3.6988516445224	3.89208828937936	2.80544034834145	3.69287450350494	3.74879725162515	3.72480888419204	3.95166906283039	3.88675860890721	3.70176193709153	3.71617340883834
ECH1	4.020174501893	4.27954801186711	4.10412414177345	4.08889100875785	4.03840887996202	4.07496183539102	4.18663740797434	4.13713300039219	4.17439487626144	4.12284140645474	4.1141391289059	4.05490354221065	4.18230362010845	4.12994537024774	4.0826948713366	4.05176416834212	4.17721148008244	4.11983587750267	4.00149954098135	4.15571794510878	4.09708436869329	4.1038041527485	4.14352056571633	4.15525017874984
CDK12.1	4.08131724500885	4.07111544816027	3.94976627055408	4.04706086997146	3.9932885979923	3.9912251005774	4.0184458785909	3.94370258889198	3.92645946581653	4.06583263783482	4.0459950116067	3.99346776071637	3.97995738339545	3.8467887993405	4.00917555906451	3.93768914264877	3.91441368252782	3.97397936337012	4.06002495874352	3.95985013394248	4.05521267373831	3.88311178397231	3.95236748316789	3.9912251005774
MCAM.1	3.91876712149637	3.9464213331942	3.96804397238805	3.89281090640899	2.2132690444397	4.00699926176867	3.99980042784911	3.9395302034371	4.01011678686154	3.91915845098872	3.74384009808364	3.97572244016611	3.91726832760842	3.86390514276016	3.82587717016507	3.73012395183701	3.97358180087709	3.94749997060817	3.93896395463673	3.95718127820736	3.97647281072256	3.96114359445905	3.92594898543496	3.98903479225108
LARP7	4.1324504445243	4.13787821780702	4.195312276108	4.07870642457952	4.08131724500885	4.02662208407726	4.10504474832785	3.94573130120999	4.05270658148835	3.98903479225108	4.01011678686154	4.02564677654468	4.03557517602484	4.03737780986064	4.1093651071637	4.03788537987871	3.9808733643253	4.18171487380255	4.07997046409596	4.07549419368154	4.14229814291495	4.05578656838269	4.03036645916938	3.97830619203226
DNM1L.1	4.1942288583072	4.17755280140602	4.15174417968176	4.07619670342363	4.09054138597843	4.16930558970624	4.16769682085176	3.5232146368425	3.6194219564337	4.08459667826385	4.08012639871801	4.17304566796197	4.10180834025907	4.0459950116067	4.09209323603985	4.0916792955387	3.59682983900457	4.14574447034809	4.09422337302318	4.09352775567028	4.20170747306795	3.5232146368425	4.10369662848725	4.09023532630644
JAGN1	3.98450563447489	4.00315406147582	4.02997125688966	4.02922150378418	4.05039096884363	4.1807876969838	3.77001710260045	4.02864651900294	3.98261971949918	4.0249615635638	3.9759311276687	4.00976531046576	4.00771503934475	4.01412788842464	3.73012395183701	4.0224304000113	4.04833001994771	4.02411316738863	3.92906117917999	3.9893761953222	4.10793774726117	4.04431489283973	4.04315329305129	4.0224304000113
RPL39P5;RPL39	4.21473297600322	4.2416475255974	4.22508714817221	4.21339228505978	4.19628340229614	4.23448919903143	4.15293372140672	4.18649344123533	2.94616093788702	4.22202987481436	4.23691276751849	4.19915655397863	4.17855441039467	4.17606718523852	4.04621247018018	4.21172377013496	4.23896111856307	4.21972493184715	3.75022616989958	3.98330956398571	3.88988632918247	4.25943494103146	4.22544590903774	4.13334109714647
PHC2	4.24390460915857	4.21184500799333	4.19340279805603	4.22178263175524	4.07937676740725	4.14797135424168	4.25778844535879	4.23389249081901	4.11261299124942	4.05390949783432	4.05659273212516	4.1818400129997	4.19340279805603	4.07040842374702	4.13546350675948	4.15143489745028	3.96244141065479	4.07438680221503	4.05864939524097	4.1459041030355	3.85419912823372	4.14884159453638	4.06002495874352	4.16834536006429
IDH3A.1	4.17528202862393	4.19610381890932	4.17486150429941	4.19930658716104	4.18681763462016	4.13018551148878	4.18514490680935	4.17203837078938	4.16097608706447	4.23367161717758	4.23237541747073	4.15607147638593	4.23072778894607	4.08500760399396	4.06496641887049	4.17061505037079	4.19593051916485	4.03764959988283	4.17191019908834	4.19826135897122	4.1447425011715	4.20286644837899	4.10557899208175	4.20973863057185
SSBP1.1	4.18532339006886	4.28653532695018	4.20575521691723	4.25978028021567	4.25693980038498	4.28728885037534	4.12826187259696	4.23852495122951	4.01506242632275	4.26239345317193	4.27048075574886	4.24265676122237	4.1003209080732	4.1575143953642	4.17027602268342	4.22997244019834	4.07476365599409	4.22520411060492	4.03414191509775	4.0854234029216	4.0187983503796	4.22315243730544	4.12007811789097	3.9336654094459
KDELR1	3.9970288473525	3.87076678895629	4.00655109614948	4.04118403272589	3.77792032117197	4.08938559821169	3.5232146368425	4.02384197914258	3.87916905962253	3.89915202638527	3.77420273768941	3.74572691542974	3.25185124263226	3.99589417737471	3.55992104339566	4.10149097156234	3.69287450350494	4.03278906197148	3.83977406923482	3.6194219564337	3.9875823276034	3.98355359731306	3.67012938479159	3.93444767394185
APOBEC3C.1	4.13373949011921	4.11105517637661	4.15592927554968	4.1504802495269	4.07902397685612	3.71709452138264	4.17537669209355	4.17175666978583	4.09391348253978	4.14824596639981	4.12356170422824	4.04049979332831	4.10519952746669	4.03921524054213	4.00178076416268	4.11340242410111	4.07703452360362	4.13668828330697	4.12378781252689	4.13616448517253	3.93473734970488	4.11091266288265	4.07052621736696	4.05156983886108
PDCD11	3.96804397238805	4.01412788842464	4.05764620925012	3.97733385549153	3.9556209565012	4.07095037629444	3.95276251037228	3.94689215903685	3.93717882634294	4.02747206587449	4.06927900589558	3.99744283183099	3.85066686535218	3.94976627055408	3.92944915659055	3.9514550337509	3.90577181807022	4.04846012184171	3.72675172762319	3.99468207472139	4.11073903191734	4.0847527938743	3.95806031538527	4.05225741633077
GOLM1	3.86323571053119	3.85164097386816	3.83283275789205	3.88988632918247	3.87076678895629	3.71709452138264	3.73835115174882	3.7762979587899	3.90401524902536	3.92180000329697	3.89060646008727	3.87019132894102	3.86840362921586	3.76165787776028	3.8557898562354	3.88099187033097	3.86477074692395	3.76677282252151	3.93717882634294	3.85419912823372	4.01107476094943	3.9464213331942	3.94416037426423	3.94689215903685
GMPR2	4.02627337647061	4.0780857046275	4.14352056571633	3.96114359445905	4.00845531713184	4.12302400670666	4.1057228186528	4.12284140645474	4.24014088759953	4.0366758051142	3.98715557514198	4.03326458203468	4.13185205505257	4.01484278223562	3.9901757158209	4.11852805717742	4.07997046409596	4.05764620925012	4.0866332957229	4.08049677840295	4.13114969847252	4.11527918682545	4.01213360894145	4.00745166383914
TUBGCP3	4.1459041030355	4.08509073019031	4.08420102105216	4.03052038733546	4.06360558896249	4.08075648455815	4.1132478614939	4.05200046925443	4.08606558578527	4.0826948713366	4.09466131532577	4.14330260709988	4.11882308037637	3.94089968610153	4.0187983503796	4.0780857046275	3.95166906283039	4.07870642457952	4.14192001444903	4.01728394489011	4.15672934430463	4.09723321234935	4.12378781252689	4.08012639871801
TMEM33	4.03541488345439	4.18908159594546	4.18362261660618	4.10256347566006	4.01011678686154	4.21728317423683	4.16450358726692	4.16883440094561	4.13537849543454	4.23896111856307	4.19470284280823	4.09352775567028	4.2111536520594	4.13318457284207	4.02747206587449	4.16769682085176	4.26086637200575	4.13216855594819	4.05978411349984	4.10149097156234	4.26106334267687	4.25579325848236	4.24057538954021	4.15279442233206
LMF2.1	3.92859227939771	4.03460112700816	3.87593476524018	3.93534665063084	3.82587717016507	4.00149954098135	4.05921716443627	3.90342819577509	3.83549862962842	4.10779702109724	4.09100769830124	3.73214091660922	3.99980042784911	3.87985071875504	3.84454192350133	3.91628222372142	3.95588840271297	3.87439885789362	3.92944915659055	3.9452185905947	3.99980042784911	4.08938559821169	4.0249615635638	3.96414472037514
PIP4K2A	4.05842515975835	4.05176416834212	4.04405830787725	4.06214353919067	4.08327121572686	4.14404924341247	4.07997046409596	4.12777131963297	4.01802689353897	4.08401737142074	4.09837762158389	4.05921716443627	3.75712202443571	3.93846616229894	4.05921716443627	4.11305939533122	4.03994053042555	4.0916792955387	4.07953677607304	4.09697068032991	4.21708524710261	4.06031782892799	4.06869231556932	4.09433326882627
ANKRD17	4.06214353919067	4.17594025131091	4.09882855234681	4.08033765985657	4.04049979332831	4.07001096155924	4.03629016875551	4.02538460849135	4.11026006997464	4.0899191348884	4.03125908278784	4.13428534748637	4.11290733462043	4.02227854770492	4.08889100875785	4.00178076416268	4.07305691963359	4.10638947975411	4.1003209080732	4.05562790036602	4.08327121572686	4.09142836449607	4.1191518786792	4.05490354221065
BAHCC1	4.05696440246305	4.05039096884363	3.74879725162515	4.08439678905394	4.06002495874352	4.06170979365103	4.12450744983199	4.0866332957229	4.18350357423418	4.08568969603495	4.0366758051142	4.08285365631366	4.07496183539102	3.62926154287188	4.09329845071037	4.06150583003432	2.80544034834145	4.07654069779196	3.83678496872257	4.10825788584494	4.08606558578527	4.0249615635638	4.07953677607304	4.10504474832785
NRP1	4.14864432408648	4.29229593227575	4.285815838235	4.28633626270497	4.31106758804859	4.2552404523537	4.35954881029083	4.34979146997999	4.33115467132312	4.22981924300578	4.11119657160405	4.23462277217268	4.26818576568688	4.21897020295667	4.18141336811633	4.33063264467639	4.22529797117748	4.26908730169891	4.36808647773229	4.38290723198235	4.32340478785698	4.19846233457246	4.14838856822684	4.19281571670124
MRPL22	4.11340242410111	3.96244141065479	3.96746173915187	3.97963590770701	3.94888894247394	3.92507166707438	3.95718127820736	3.98628069873779	3.97397936337012	3.92078854925395	4.13891486241922	3.96546694123309	3.83977406923482	3.96546694123309	3.74384009808364	3.85695305251717	4.10749320066721	3.85495581556339	3.74572691542974	4.08568969603495	4.12889100732518	4.0728892006994	3.98483962497282	3.97963590770701
CD82.1	3.63690972715873	4.09085414612144	4.08393866154468	3.87759765651497	2.2132690444397	4.00178076416268	4.10793774726117	3.97572244016611	4.01560262108149	4.1186912458928	3.76677282252151	3.88917177749869	4.12095728082797	4.09114131348972	3.8751312522948	4.13645217064485	4.16066445812169	3.87759765651497	4.07795937778845	3.98057141899216	4.2659664031092	4.14729270055003	4.13318457284207	4.09352775567028
IQSEC2.1	3.64996054533114	3.89521348252043	3.88988632918247	3.96491487088333	3.9280821018453	4.07619670342363	3.95675138459622	3.74879725162515	3.994389604313	3.74721506385805	3.76165787776028	3.91876712149637	3.73012395183701	3.86756951937645	3.74879725162515	3.96867635673022	3.90466924536065	3.92645946581653	3.97879018345685	4.00533176713322	4.03644073574484	3.9556209565012	3.94447738370406	3.87985071875504
PVRL2	4.05288571665521	4.08847725570538	4.11694071051889	4.07720744662447	4.02445693874616	4.01011678686154	4.14912322473238	4.13575352567824	4.06489062612606	4.04683584944792	4.0826948713366	4.06170979365103	4.10448834923274	3.98142963927773	4.04022649694606	4.09867735595544	4.10149097156234	4.05371309508583	4.14961470047781	4.14297825188461	4.03125908278784	4.07937676740725	3.99930847151199	4.08385995166863
POLD1.1	3.9808733643253	4.22604403618482	4.13084266341869	3.94045795784165	3.95762733785654	3.83397637797291	4.06195139768065	4.05764620925012	4.22568154404325	4.07902397685612	4.04249859475111	4.00510549523009	4.13114969847252	4.11722572647408	4.09853928879516	4.02965818312365	4.1132478614939	3.94199538788973	4.06095493830614	3.93896395463673	3.90047124259197	4.10097865978494	4.2034492365494	4.03604320487041
EMG1.1	4.1274700879264	4.17855441039467	4.14560042518963	4.07937676740725	4.10199478188699	4.19642619152116	4.08385995166863	3.92645946581653	4.11133481377852	4.14192001444903	4.09948926780165	4.13925257032776	4.15013401746423	4.03498310123998	4.11837155954117	4.08537260331364	2.80544034834145	4.06150583003432	4.11354134017288	4.08033765985657	4.14797135424168	3.9530911006943	3.88626578225551	4.13616448517253
ATP5J2.1	4.23189490651785	4.19810500876786	4.21084263643881	4.20198945032404	4.16956046516477	4.17324326247039	4.11967361436057	4.22134487857292	4.12977701672066	4.25328471307651	4.25361177167204	4.22892132210328	4.1447425011715	4.08075648455815	4.16234044417571	4.21422066832194	4.17027602268342	4.23315731649243	4.12752260724772	4.12539902967329	4.23999639598584	4.1942288583072	4.17439487626144	4.2056293122708
ACOT2;ACOT1.1	3.97239581465707	3.91051308921524	3.76915080202817	3.89363724294455	3.95166906283039	3.71709452138264	3.88988632918247	3.94888894247394	3.97963590770701	3.89721984090627	3.95907829161282	3.86477074692395	3.73970629031149	3.75157396443304	3.92645946581653	3.93115023296587	3.70176193709153	3.90111164995067	3.97936775745659	3.94447738370406	3.88917177749869	3.71087112578759	3.83283275789205	3.89721984090627
UPP1.1	3.92302580014374	4.03976451920571	3.9368558008911	4.05064213466465	4.02564677654468	4.14352056571633	4.00149954098135	3.93234484662302	4.05087601996369	4.09391348253978	4.04295108932035	4.0489260772885	3.91466081706065	3.83397637797291	4.03326458203468	3.92030104550412	3.7762979587899	4.06489062612606	3.86840362921586	3.7762979587899	3.92859227939771	3.94089968610153	3.73835115174882	3.8695491121111
ARHGAP29	4.21742442045078	4.23269406662921	4.16729507648194	4.20868046463014	4.23121478502764	4.21692639367002	4.17133557118079	4.18852984925963	4.22703238881283	4.16436936483485	4.21708524710261	4.13751913533962	4.14297825188461	4.08467473606907	4.15940776817613	4.16066445812169	4.18649344123533	4.11542720360662	4.19457555041068	4.17255125060331	4.16971598833247	4.22501450131234	4.24124740171114	4.22095918095977
